GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00002337B8_GR_chr1_629490_629570_81_-	8.003876252723263	2.766918277911764	7.906333860413924	7.989227059284796	2.8084559100783846	3.4891053106897223	5.416785328314069	9.673974846736137	1.399757735888748	4.357362415225016	0	9.754423474017537	2.8168032509007612	1.5493261400591907	5.406593666936463	9.009006815437685	6.862521031912294	0
URS00000A75D2_GR_chr1_629499_629570_72_+	63.682951501624856	0	40.077387894334514	59.66949726222891	46.4697175026465	38.062927562223905	102.45929126662413	134.89810110144714	53.40657334035067	133.73730381232798	52.1823453583595	51.071426273946166	18.37521758643257	22.342447304975327	138.41268205322493	177.33824923620753	43.76876790897636	105.98048502294336
URS0000EC8040_GR_chr1_629501_629570_70_-	0	358.6881671983077	18.33611914084711	0	6.495103868646851	0	19.112495449800363	0	11.616258987014877	0	19.38323280637925	0	8.0094549330504	9.27128640504309	0	67.1050113654818	0	14.396238437888357
URS0000DDB6FD_GR_chr1_630827_630875_49_-	6.958905084254183	0	33.00887570921919	3.7453464094484397	2.0612337916557433	3.458338410710031	5.9758654498498185	5.064375392337125	6.4872905195608	3.016631387475896	9.843076180140407	8.621436215889178	10.571323169785089	5.456591671598855	22.326918862446927	33.178962544881806	9.89647444437094	1.063825326546604
URS000083167E_GR_chr1_630916_630981_66_-	10.787822608357601	4.443854067842042	4.050820357714039	1.9973056234751658	2.873429099650682	0.9515730794348137	3.88976091823837	1.3436069215900404	2.3764573830080713	0.6703619338853269	2.0473869644262415	3.916443928789764	3.0208417011721433	1.7654096269279747	5.396206644882172	12.26974541284043	3.2350832266443055	0.8713090566830023
URS0000BA5588_GR_chr1_632615_632685_71_-	14.291032703996533	4.802156240112086	42.85542012746169	3.512772901666423	4.34971316399815	2.220337185347899	14.504856628224116	7.270862656680568	12.62057244791523	3.6869933213612227	22.637733332961577	10.832037888210579	5.54661456828343	11.954382293475833	22.004322908816693	20.662972847463074	6.312872143036721	0
URS000000EE2E_GR_chr1_633464_633533_70_+	49.756115842948134	0	124.51180506481886	46.34365886925801	41.16532057414224	0	84.39838290021602	23.895592012301403	0	0	75.76216875239801	28.238759185849105	0	0	19.729394396030276	29.639049892326103	81.02605009292252	22.572521750247112
URS0000440183_GR_chr1_633467_633553_87_+	11.840038303513216	21.49251994360443	23.751971410569933	4.447154378274382	20.081558400193742	4.123720490513095	13.002327521630146	5.239155801128513	2.4053930730177626	5.230500309261294	5.330777383129362	7.236903282017955	5.142216071050692	5.330702040149908	2.7651473883061652	7.372384795079442	13.172843992779367	4.476030845897311
URS0000650AFF_GR_chr1_1167115_1167188_74_+	24.134815671974263	53.65075748517849	86.77689259987075	26.447904574623962	71.02178238998093	20.61742987558168	109.81089186180625	44.05654798926597	27.856517859488306	35.158810682316194	32.61712308049246	42.948566735750305	55.520859857783336	62.16608128647855	1.4839575751800316	0.35077199333389203	85.12843059250575	56.998582432497535
URS000012A1DD_GR_chr1_1167124_1167145_22_+	10.173096431379921	13.895845873695782	10.950832562271824	2.5130359538659537	26.59421482623504	0	4.29370722067261	6.463081423780143	8.2397142107965	4.057409437334115	7.818772172020137	5.972507409330811	4.896014268552754	6.4559745638026875	0	0.29500038783582144	18.96275128477815	5.758401180472679
URS00002B452B_GR_chr1_1167160_1167182_23_+	254.38379492321593	370.0248562430684	553.7057526424819	174.01521445985117	418.5599128196012	137.66091206881674	387.6960618790162	234.0562442292562	302.4357842611028	239.65454843603194	509.7991624668793	365.410270746422	571.4426355746599	324.74285620088585	9.713169497323422	9.040800861599832	1681.48184026405	580.9196652143773
URS00006E24A0_GR_chr1_1167869_1167945_77_+	3.0000457459129364	1.2708174342295548	9.854264839881013	1.8814495850432775	12.849892249282448	0.3321363587356268	17.7563551198967	3.479122604846001	4.334766195118217	2.5261263226707253	4.4109546280128	9.142806223997287	11.967094227679334	11.033506800217097	0	0	11.528099164583338	4.927505959909111
URS0000EFDBD3_GR_chr1_1167877_1167938_62_+	88.9275895473581	129.53914074574445	147.61694270391237	58.87195062014485	105.96757648419855	27.384753860146656	356.0370866938546	64.25563007905748	133.48310524652527	103.28288896153322	376.3632388652601	73.33573370330424	306.1986619682257	100.12179261919921	2.9664863409566946	0.8536925940507103	174.78928100918483	45.17554373874105
URS000023B77E_GR_chr1_1167878_1167899_22_+	169.06825148143196	211.3670405285865	327.62297213005536	50.09716647351383	304.7855903772538	71.84423941480259	167.7716568052147	62.86394063361083	368.12362493845654	99.99246089250133	751.9430267667292	73.42336634608797	745.6748271009657	201.08787305878067	7.014273467202264	6.572681992665896	379.25158313922174	84.22296981268349
URS00003DB428_GR_chr1_1167916_1167938_23_+	131.1061793117403	94.44149669684326	233.69541966366026	61.50838205899873	185.99682434141644	33.43755094052889	180.95054432213541	67.89205152825397	97.58618746957158	62.22761047285412	278.42571159668955	148.01242555637737	276.85185976611706	151.00966361003643	2.974265609888089	3.3683189878400945	812.1217566210876	195.434195065315
