GeneIDs	GSM1666235	GSM1666236	GSM1666237	GSM1666238	GSM1666239	GSM1666240
URS00002E11B0_GR_chr1_629572_629638_67_+	0	0	0	200.57228391639077	117.33987934812124	323.50693576192833
URS000004104A_GR_chr1_629572_629639_68_+	111.84067578030147	275.185960668319	253.9714462139669	505.45529615277155	1044.832769963456	1936.667583318267
URS0000DCF513_GR_chr1_629584_629639_56_+	161.9963443971259	112.6875727449562	16.28809377022918	62.77263088968846	56.47806219691638	60.836499917992214
URS0000650AFF_GR_chr1_1167115_1167188_74_+	21.202863655857566	20.059416982832847	96.93699860241651	42.3820371243843	36.849698363383865	22.436498516750817
URS00002B452B_GR_chr1_1167160_1167182_23_+	30.88240499914244	31.216032570073605	134.22034091070608	46.92292446525028	30.346775948203785	20.396794760598947
URS0000EFC8EF_GR_chr1_9151691_9151756_66_-	255.0968808694148	212.07637904319068	469.5029791300867	393.54769971423667	289.2676410900856	251.79601494460775
URS00000EED18_GR_chr1_9151693_9151714_22_-	30.882189234118915	27.83772124260137	17.398511080049595	4.540519155054559	5.418788242065912	2.663550369207607
URS0000532A91_GR_chr1_10298967_10299053_87_+	9.33650685888867	10.594378805621165	67.20120319294816	140.63503573189578	1236.2938716138187	1189.6184780691192
URS0000676297_GR_chr1_10999862_10999945_84_-	189.14518641064853	190.06813063880983	129.13369804715506	279.2480247398448	229.1877527782638	217.92655629284928
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	5.992110374918028	4.120496166915657	19.854627222453793	246.65279417367515	185.23701000435688	187.72861073667303
URS000051BA34_GR_chr1_16514123_16514171_49_-	44.24943188171448	34.03337532096543	18.64172115458756	2570.1665250508395	2243.495189268905	2138.605112279942
URS0000287398_GR_chr1_16535279_16535350_72_-	1367.1456000527016	1483.6353689743476	1847.5325737165028	1963.0516078060834	2313.292375169044	2066.6154934386136
URS00004BF687_GR_chr1_16545939_16546009_71_-	4220.2162608111075	13617.432420802346	12376.758773996182	15037.902527576649	25348.427350669597	23719.19484204315
URS00007131F2_GR_chr1_16727285_16727355_71_+	5.0141684188821465	12.750935208162733	43.9758230681834	7.949831525951902	10.033597331829156	10.48929716219277
