GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-BH-A18L-01A-32R-A12C-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-BH-A1FC-01A-11R-A13P-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-BH-A1FG-01A-11R-A13P-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A1FU-01A-11R-A14C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-E9-A1N4-01A-11R-A14L-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-E9-A1N5-01A-11R-A14C-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-GI-A2C8-01A-11R-A16E-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-GI-A2C9-01A-11R-A21U-13	TCGA-GI-A2C9-11A-22R-A21U-13
URS00003BE447_GR_chr1_629499_629566_68_+	32.70679783505983	190.34311536441382	28.557607908620444	32.87499517878845	30.59975989836557	22.815996483860285	59.66138290950469	72.76561325190434	30.544417149715446	71.75430892632545	30.773111415196936	25.152350852079973	11.114375654781995	13.790585381165501	69.86827838325524	109.71031413908963	21.032199982395547	59.42564058635702
URS00000A75D2_GR_chr1_629499_629570_72_+	32.70679783505983	190.34311536441382	28.712795431219185	33.01350952604887	30.59975989836557	22.815996483860285	59.89159352421955	72.76561325190434	30.544417149715446	71.75430892632545	31.03157867049004	25.26355914742313	11.114375654781995	14.363760168412613	70.0594140518041	110.21975744531083	21.032199982395547	59.44766464904951
URS0000DD9C04_GR_chr1_630757_630824_68_+	11.539811497022196	26.731124056356297	23.560569680940958	11.535474839847907	15.125024178334982	10.1223555018391	80.46781826743428	16.547692651648873	15.23845444700491	5.751081019681047	61.608254971664216	9.907917726439802	20.068040480871595	6.534192574617071	30.320943305723695	142.7290329596397	10.376590470808173	2.910322570079695
URS00000133BF_GR_chr1_630757_630825_69_+	11.539811497022196	26.731124056356297	23.560569680940958	11.535474839847907	15.125024178334982	10.1223555018391	80.46781826743428	16.547692651648873	15.23845444700491	5.751081019681047	61.608254971664216	9.932383551415297	20.068040480871595	6.534192574617071	30.320943305723695	142.84450677571652	10.376590470808173	2.910322570079695
URS000083167E_GR_chr1_630916_630981_66_-	11.468709762598152	3.6032055992072114	16.94026996687864	4.493405425128075	4.454450762347788	2.4195981353080307	5.0185914007840795	4.029927580326917	4.972596744134405	2.6232373288277584	11.000366385274496	9.558723679062286	3.088162112469873	11.165444855573732	9.033890848483663	16.302185799078423	6.251485436543132	1.7556324260588863
URS0000762794_GR_chr1_630996_631059_64_-	412.8095598925519	76.83269002365446	35.997297742004115	21.03201848802241	14.666027779859498	6.940620950822425	44.472086550617824	22.51072163009412	20.344533424011793	14.780314008265542	128.442717845355	44.111141042181636	16.689109857812024	14.724860284378295	84.96116992473732	588.4477741499844	11.193587400671454	4.203449679596186
URS0000025325_GR_chr1_630996_631061_66_-	444.09076795240964	77.69254590528347	53.37830027306318	31.988503356321754	19.518275420886038	11.454244383660036	108.5995553855909	24.57882416597108	25.142222414727094	18.359082533269305	213.2509936521282	58.23237038485591	27.211921991049465	29.495574551736357	140.42191466373563	593.6440958734407	14.146083002119331	5.808059961477965
URS00002E6CEB_GR_chr1_630997_631061_65_-	444.09076795240964	77.69254590528347	53.37830027306318	31.988503356321754	19.518275420886038	11.454244383660036	108.5995553855909	24.57882416597108	25.142222414727094	18.359082533269305	213.2509936521282	58.23237038485591	27.211921991049465	29.495574551736357	140.42191466373563	593.6440958734407	14.146083002119331	5.808059961477965
URS000077D9F7_GR_chr1_631012_631061_50_-	515.39158723284	90.21557515567497	62.2922715711349	37.42103605587549	22.713764633129642	13.370684496946824	127.3156783619095	28.551304453634753	29.191183478525517	21.37956316837248	248.62482221154238	67.85188793203912	31.778992907380722	34.50512219227611	164.0804146657567	686.6310844136424	16.454828790527618	6.786557603958813
URS000061CC6B_GR_chr1_633456_633533_78_+	3.8892648729951578	2.488227642809176	11.54595168134638	3.7897525410451336	4.174681528991303	2.301208012479503	6.768192072617061	2.068102535876964	1.2044086529298081	0.7622776958258015	5.841359969624145	2.221941740956307	1.9802338221194804	1.8026347058921655	1.5591209534484425	2.3875909618233604	6.539622746628842	1.5967445452058868
URS000000EE2E_GR_chr1_633464_633533_70_+	3.8892648729951578	2.488227642809176	11.54595168134638	3.7897525410451336	4.174681528991303	2.301208012479503	6.768192072617061	2.0451236188116644	1.2044086529298081	0.7622776958258015	5.810343898988973	2.2160106318713386	1.9802338221194804	1.8026347058921655	1.5591209534484425	2.3875909618233604	6.539622746628842	1.5967445452058868
URS000075C8DF_GR_chr1_1167104_1167198_95_+	59.867660385044296	94.22508628136622	158.86236313387985	45.36898930167848	125.42841582340047	37.55186708467357	107.12620745141575	61.52605044233967	70.43412487904294	59.94437279381303	111.05304090923497	85.26340003959963	126.0080433391725	88.42940617648436	2.334585665846617	1.9766400281382588	344.75446786369105	133.61684206069674
URS0000650AFF_GR_chr1_1167115_1167188_74_+	59.867660385044296	94.22508628136622	158.86236313387985	45.36898930167848	125.42841582340047	37.55186708467357	107.12620745141575	61.52605044233967	70.43412487904294	59.94437279381303	111.05304090923497	85.26340003959963	126.0080433391725	88.42940617648436	2.334585665846617	1.9766400281382588	344.57210247756086	133.61684206069674
URS0000EFCEDB_GR_chr1_1167123_1167182_60_+	59.867660385044296	94.22508628136622	158.6140630977219	45.36898930167848	125.25356005255266	37.477873257905735	106.84995471375792	61.52605044233967	70.37275373749237	59.94437279381303	111.05304090923497	85.14477785790027	125.90777833552089	88.42940617648436	2.334585665846617	1.9087142539754318	344.28031785975253	133.4909902738825
URS000012A1DD_GR_chr1_1167124_1167145_22_+	3.643963889232209	5.1969311527027084	5.766768339769239	1.3158862989740048	9.94492196696881	0.3699691338391484	3.6833698354378566	2.7287464015043272	2.8000583332444586	1.8788534756269757	2.5846725529310377	2.4184097293958873	2.3812938367259573	3.439048723482669	0.06826273876744494	0.08490721770353345	7.1505467901649995	2.5689495983460224
URS000014D9C1_GR_chr1_1167160_1167181_22_+	42.19887938066958	68.3034236227339	106.29103797833014	34.107772869406205	54.581228870141786	27.56270047101656	72.82482585890071	44.3205862896966	49.76739296189069	46.3092647135487	95.13145798317977	72.47222190922955	100.26500365161925	63.04062897537355	1.6656108259256566	1.620029713783418	289.79865875335634	106.80097258524891
URS00002B452B_GR_chr1_1167160_1167182_23_+	56.13481932778203	89.0281551286635	152.78211599846117	44.053103002704475	115.19935322880397	37.03391029729875	103.16658487832007	58.79730404083534	67.44228172845297	57.90447473456089	108.46836835630394	82.65148787630665	123.52648449879493	84.93303997427698	2.239017831572194	1.8238070362718986	337.084179723055	130.72382411130403
URS000075A884_GR_chr1_1167863_1167952_90_+	94.83904846150989	112.38284876338506	209.29210047756698	44.54067350506116	175.9617335984156	37.38908066578434	183.97051064323804	50.05095373285569	152.0822915979126	69.1418079030727	345.04344712608184	72.33209945709717	321.42453545617843	122.90300375546188	3.292994518141544	2.9208082890015503	296.21427303741666	75.51579153055978
URS00006E24A0_GR_chr1_1167869_1167945_77_+	94.48353978938968	112.06788323897884	208.9817254323695	44.54067350506116	175.9617335984156	37.38908066578434	183.97051064323804	50.05095373285569	151.62200803628338	69.1418079030727	345.04344712608184	72.18382172997295	321.42453545617843	122.61641636183833	3.1564690406066545	2.9208082890015503	295.48481149289586	75.51579153055978
URS0000EFDBD3_GR_chr1_1167877_1167938_62_+	94.48353978938968	112.0048901340976	208.85757541429047	44.42986202725282	175.8743057129917	37.38908066578434	183.97051064323804	49.99350644019244	151.59132246550809	69.1418079030727	345.04344712608184	72.15416618454812	321.42453545617843	122.61641636183833	3.1564690406066545	2.9208082890015503	293.35113647517255	75.48432858385621
