GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-BH-A18L-01A-32R-A12C-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-BH-A1FC-01A-11R-A13P-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-BH-A1FG-01A-11R-A13P-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A1FU-01A-11R-A14C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-E9-A1N4-01A-11R-A14L-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-E9-A1N5-01A-11R-A14C-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-GI-A2C8-01A-11R-A16E-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-GI-A2C9-01A-11R-A21U-13	TCGA-GI-A2C9-11A-22R-A21U-13
URS00003BE447_GR_chr1_629499_629566_68_+	34.601778967864504	187.60126527969774	29.39703160945646	32.207100871931424	30.890710745527937	23.14777326166378	65.34767976403414	70.47664231321056	32.518582375462	74.21553303298522	28.957050551710683	26.5636420869652	10.841064639809597	14.11005668957674	76.0350139956023	92.92972103947098	20.621052969979374	52.695485054340956
URS00000A75D2_GR_chr1_629499_629570_72_+	34.601778967864504	187.60126527969774	29.556780721560884	32.342801136833806	30.890710745527937	23.14777326166378	65.59983163841304	70.47664231321056	32.518582375462	74.21553303298522	29.20026448209629	26.681090248052413	10.841064639809597	14.696509586067878	76.24301973968906	93.36124313202959	20.621052969979374	52.71501481716718
URS0000DD9C04_GR_chr1_630757_630824_68_+	12.208410274966106	26.346068181768153	24.25311019969394	11.3011180610704	15.268837025646667	10.269548831508367	88.13716617039856	16.02715574019682	16.223355442690806	5.948347211172432	57.972472446713915	10.463848165130074	19.574551986088323	6.6855630199989555	32.99713978873557	120.89810626516943	10.173744160164974	2.580718659180166
URS00000133BF_GR_chr1_630757_630825_69_+	12.208410274966106	26.346068181768153	24.25311019969394	11.3011180610704	15.268837025646667	10.269548831508367	88.13716617039856	16.02715574019682	16.223355442690806	5.948347211172432	57.972472446713915	10.489686760569262	19.574551986088323	6.6855630199989555	32.99713978873557	120.99591793948271	10.173744160164974	2.580718659180166
URS000083167E_GR_chr1_630916_630981_66_-	12.133189016340314	3.5513022269285686	17.438213077319134	4.402116593433282	4.496804892813281	2.454782505777219	5.496910861459886	3.903159087570932	5.29398862160299	2.7132162450462927	10.351184877211546	10.095060939316228	3.0122218394779936	11.424102423647337	9.831242918729492	13.80870696187539	6.12927855554403	1.5568010938621974
URS0000762794_GR_chr1_630996_631059_64_-	436.72710545548813	75.72593227595762	37.055404043742634	20.604728222777734	14.805476364463745	7.041547371312023	48.710699092514716	21.80260710569736	21.659453601498196	15.287289347941593	120.86273056582485	46.58620458911324	16.27871185652961	15.065974910857296	92.46003900188227	498.44253867259454	10.974770062406435	3.727394733691569
URS0000025325_GR_chr1_630996_631061_66_-	469.82069818790546	76.57340212556556	54.94730459943833	31.338619176556172	19.70386049696889	11.620805256706836	118.9501252194994	23.805653822055927	26.767229726074735	18.988812192479507	200.66608540395106	61.499772083967514	26.542759975140502	30.17886605343388	152.81587715928714	502.84406401669236	13.869548936801353	5.150277453888202
URS00002E6CEB_GR_chr1_630997_631061_65_-	469.82069818790546	76.57340212556556	54.94730459943833	31.338619176556172	19.70386049696889	11.620805256706836	118.9501252194994	23.805653822055927	26.767229726074735	18.988812192479507	200.66608540395106	61.499772083967514	26.542759975140502	30.17886605343388	152.81587715928714	502.84406401669236	13.869548936801353	5.150277453888202
URS000077D9F7_GR_chr1_631012_631061_50_-	545.2525763378501	88.91603993524039	64.12329359871656	36.66078356602761	22.929733290537595	13.565113112964633	139.45007260650345	27.653172723061346	31.07788568794153	22.112897473269513	233.9523439165256	71.65903801801142	30.99752311761526	35.30446436876641	178.56253101128402	581.6083531644396	16.13316231233191	6.017956916596344
URS000061CC6B_GR_chr1_633456_633533_78_+	4.114602846830844	2.4523852790852882	11.88533394056929	3.7127592477291804	4.214375537425598	2.3346708235373552	7.4132651067394795	2.0030467163585683	1.2822527207523442	0.788424365886576	5.496634826714778	2.3466142585225107	1.931538354860077	1.844394359464624	1.696732569622046	2.0224002071246665	6.411783226423831	1.4159078049015505
URS000000EE2E_GR_chr1_633464_633533_70_+	4.114602846830844	2.4523852790852882	11.88533394056929	3.7127592477291804	4.214375537425598	2.3346708235373552	7.4132651067394795	1.9807906417323617	1.2822527207523442	0.788424365886576	5.467449155068504	2.3403503565978596	1.931538354860077	1.844394359464624	1.696732569622046	2.0224002071246665	6.411783226423831	1.4159078049015505
URS000075C8DF_GR_chr1_1167104_1167198_95_+	63.3362997629172	92.86779494824745	163.5319710790587	44.44726476612631	126.62102334591901	38.09792421045684	117.33635322347446	59.5906398116674	74.98646579818838	62.00050764601009	104.49929732948104	90.04750510556602	122.90940898584311	90.47795287065253	2.540641588488353	1.6743057191273911	338.01505070343546	118.48428110060897
URS0000650AFF_GR_chr1_1167115_1167188_74_+	63.3362997629172	92.86779494824745	163.5319710790587	44.44726476612631	126.62102334591901	38.09792421045684	117.33635322347446	59.5906398116674	74.98646579818838	62.00050764601009	104.49929732948104	90.04750510556602	122.90940898584311	90.47795287065253	2.540641588488353	1.6743057191273911	337.83625027882795	118.48428110060897
URS0000EFCEDB_GR_chr1_1167123_1167182_60_+	63.3362997629172	92.86779494824745	163.27637249969163	44.44726476612631	126.4445049988017	38.022854409056926	117.03377097421979	59.5906398116674	74.92112807993348	62.00050764601009	104.49929732948104	89.922227067073	122.81160957547046	90.47795287065253	2.540641588488353	1.6167694401195771	337.550169599456	118.37268245588764
URS000012A1DD_GR_chr1_1167124_1167145_22_+	3.8550895045718603	5.122070519608513	5.936277005800466	1.289152516572632	10.03948099229658	0.3753490069995748	4.034429990062302	2.642908861862	2.981033395379654	1.943299493382406	2.432139303856096	2.5541060097765866	2.3227359963507253	3.5187173789468185	0.07428776574527347	0.07192034875976766	7.010764648858851	2.278007335373627
URS000014D9C1_GR_chr1_1167160_1167181_22_+	44.643816994407786	67.31952805347285	109.41536186256339	33.414833229562625	55.10020205266598	27.96350102146832	79.76572394101927	42.926403935295426	52.98398917585197	47.897705608320635	89.51731921772748	76.53861761731481	97.79941037266212	64.50102182057763	1.8126214841846726	1.3722402543363668	284.1335427479747	94.70539987661701
URS00002B452B_GR_chr1_1167160_1167182_23_+	59.3871836850631	87.74572442863894	157.2730008668073	43.158112249553675	116.2947000395568	37.572435600657435	112.99934098415748	56.9477309498054	71.80125203326216	59.89063962462349	102.06715802562493	87.28903929549769	120.48887357911974	86.90059020205659	2.43663871644497	1.5448490913598094	330.4947048444453	115.91890725507798
URS000075A884_GR_chr1_1167863_1167952_90_+	100.33387581801318	110.76399891524323	215.44404254851298	43.63577718201006	177.63482566281942	37.932770647377026	201.50464889114923	48.47651254520562	161.91176616450272	71.51342135647253	324.68086850757345	76.39063293434492	313.5204598021616	125.75016233011193	3.5836418195519926	2.4740599973360076	290.42374168566545	66.96337178195974
URS00006E24A0_GR_chr1_1167869_1167945_77_+	99.95776952488423	110.45357039890332	215.1245443243041	43.63577718201006	177.63482566281942	37.932770647377026	201.50464889114923	48.47651254520562	161.421733277591	71.51342135647253	324.68086850757345	76.23403538622864	313.5204598021616	125.45693588186636	3.4350662880614458	2.4740599973360076	289.7085399872356	66.96337178195974
URS0000EFDBD3_GR_chr1_1167877_1167938_62_+	99.95776952488423	110.39148469563536	214.99674503462055	43.527216970088155	177.54656648926078	37.932770647377026	201.50464889114923	48.42087235864011	161.38906441846353	71.51342135647253	324.68086850757345	76.20271587660538	313.5204598021616	125.45693588186636	3.4350662880614458	2.4740599973360076	287.6165750193282	66.93547212077941
URS000023B77E_GR_chr1_1167878_1167899_22_+	68.35731877618885	88.17101149602459	149.85744708291986	28.768456159305053	126.21061818887128	29.134589923306997	150.9784563031065	32.54950914082673	136.078865809473	55.98553302363598	266.80568163301376	36.83017734146876	253.97528879676625	85.69542949976731	2.711503449702482	1.8699290677539593	128.35188480447147	29.32951881581783
URS000008DA94_GR_chr1_1167916_1167937_22_+	12.701109518965048	15.003010194707842	18.891929997469408	8.258718121958989	8.66263788478162	5.26990005827403	26.173364560529183	10.515995260882482	6.582775114180825	11.770842645630573	46.27388239516608	28.300308895574787	30.234687716708493	16.127454653506252	0.6269887428901081	0.37398581355079186	96.00867599722645	27.645774263585153
URS00003DB428_GR_chr1_1167916_1167938_23_+	29.475450192516753	20.28029497248631	62.535387424398564	13.741008824015235	49.35011689531984	7.972412908670968	46.64809676009536	14.967210186123744	22.721191523140266	14.435939093697874	54.7377271725853	34.87975487968045	56.151531465463954	37.70892124438007	0.6864189554863269	0.6041309295820484	154.4370787504551	36.85266245309277
