GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00002337B8_GR_chr1_629490_629570_81_-	2.9948802267382733	15.56438058467909	4.2165307445521325	3.145408060539184	2.9763777564769263	2.013428403147668	5.466643511838022	6.341309170721782	2.8636534154486064	5.923799011916336	3.1847758194518345	2.5120961688231622	1.286467405383946	1.587091627428941	7.365500122165926	11.454100613187263	2.057514927975566	5.108665149949904
URS0000521EE0_GR_chr1_629498_629569_72_-	2.837443273361351	15.428366136669977	3.524400427951782	2.9280990891290366	2.728721513502295	1.9578088339999424	5.118726661442603	6.225807759793487	2.629790967783523	5.832230180578747	2.6402818890294237	2.373395998562148	1.0822662299261767	1.265030986396743	6.508453053418552	9.921059850166015	1.864509102873433	4.76491597794967
URS0000DCB5E1_GR_chr1_629499_629525_27_-	2.6621157571006875	14.924494431545313	2.282815781067821	2.4461189345911456	2.584630608498874	1.7798262127272204	4.214142850414513	5.191929276606062	2.436196226338917	4.423478929231224	2.352624718240226	2.103373326671024	0.7606493785801902	1.0387181035092523	5.1355657426664845	8.727574168427983	1.6532951810635519	4.114247902377799
URS0000DE3548_GR_chr1_629499_629526_28_-	2.762302909249638	15.357267675210668	2.3920995152678763	2.6578558810933406	2.6026419716243017	1.839153753151461	4.579455543329703	5.9807194000188115	2.5043415753274187	5.451867342714916	2.434812481322854	2.2037096200513324	0.8014896136717441	1.096747047839378	5.291392482438735	8.90239460631637	1.7042778518452473	4.51938085509236
URS0000DBCB96_GR_chr1_629499_629538_40_-	2.7909278098636237	15.394362524667699	3.0811941725848913	2.8445187155097496	2.683693105688726	1.9429769488938824	4.753413968527412	6.13847742470136	2.54770679741101	5.733617592984421	2.475906362864168	2.2922416436221926	1.0056907891295133	1.1547759921695038	5.746782696083501	8.983080962264857	1.7916767160424396	4.728085709521073
URS0000DC244F_GR_chr1_629499_629548_50_-	2.7909278098636237	15.394362524667699	3.0811941725848913	2.8445187155097496	2.683693105688726	1.9429769488938824	4.753413968527412	6.13847742470136	2.550804313274124	5.733617592984421	2.475906362864168	2.2922416436221926	1.0056907891295133	1.1547759921695038	5.7642460376097	9.036871866230515	1.8007807643963138	4.728085709521073
URS0000DD91BE_GR_chr1_629499_629551_53_-	2.7909278098636237	15.394362524667699	3.0811941725848913	2.8445187155097496	2.683693105688726	1.9429769488938824	4.762111889787298	6.13847742470136	2.550804313274124	5.733617592984421	2.4861798332494964	2.3003570791161883	1.0056907891295133	1.1547759921695038	5.772306041391024	9.06040538671549	1.8007807643963138	4.728085709521073
URS0000DC46F0_GR_chr1_629499_629555_57_-	2.7909278098636237	15.403636237031957	3.099408128284901	2.8556627653256546	2.683693105688726	1.9429769488938824	4.775158771677127	6.189185361206466	2.550804313274124	5.733617592984421	2.5221369795981463	2.327654453050537	1.021005877288846	1.1547759921695038	5.948282790616583	9.18143492063822	1.8098848127501879	4.74036246566394
URS0000A0C3D0_GR_chr1_629499_629558_60_-	2.7909278098636237	15.403636237031957	3.1419073582515886	2.8556627653256546	2.683693105688726	1.9429769488938824	4.775158771677127	6.189185361206466	2.550804313274124	5.733617592984421	2.5221369795981463	2.327654453050537	1.021005877288846	1.1547759921695038	6.075899517154201	9.225140030110317	1.8098848127501879	4.74803543825323
URS0000DF26DD_GR_chr1_629499_629559_61_-	2.7909278098636237	15.403636237031957	3.1540499953849284	2.8556627653256546	2.683693105688726	1.9429769488938824	4.775158771677127	6.189185361206466	2.550804313274124	5.733617592984421	2.5221369795981463	2.327654453050537	1.021005877288846	1.1547759921695038	6.075899517154201	9.241949687599584	1.8098848127501879	4.74803543825323
URS0000DF113F_GR_chr1_629499_629560_62_-	2.7909278098636237	15.403636237031957	3.1540499953849284	2.8556627653256546	2.683693105688726	1.9429769488938824	4.775158771677127	6.189185361206466	2.550804313274124	5.733617592984421	2.5221369795981463	2.327654453050537	1.021005877288846	1.1547759921695038	6.075899517154201	9.241949687599584	1.8098848127501879	4.74803543825323
URS0000DEEFFD_GR_chr1_629499_629561_63_-	2.7909278098636237	15.403636237031957	3.1692282918016024	2.8556627653256546	2.7062073095955106	1.9429769488938824	4.814299417346611	6.189185361206466	2.550804313274124	5.733617592984421	2.5221369795981463	2.330605520502899	1.021005877288846	1.1547759921695038	6.087989522826186	9.241949687599584	1.818988861104062	4.74803543825323
URS0000DE4DF0_GR_chr1_629499_629563_65_-	2.8302870482078544	15.428366136669977	3.4788655387017595	2.9280990891290366	2.7062073095955106	1.9429769488938824	5.118726661442603	6.2117222218754025	2.629790967783523	5.832230180578747	2.6145982130661025	2.373395998562148	1.0822662299261767	1.2389179614481862	6.439943021277303	9.648743398839873	1.8554050545195588	4.76491597794967
URS00003BE447_GR_chr1_629499_629566_68_+	2.837443273361351	15.428366136669977	3.4788655387017595	2.9280990891290366	2.7062073095955106	1.9578088339999424	5.118726661442603	6.225807759793487	2.629790967783523	5.832230180578747	2.6145982130661025	2.373395998562148	1.0822662299261767	1.2505237503142113	6.4587496967670575	9.679000782320555	1.8554050545195588	4.76491597794967
URS0000A160DA_GR_chr1_629499_629567_69_-	2.837443273361351	15.428366136669977	3.4940438351184335	2.9280990891290366	2.728721513502295	1.9578088339999424	5.118726661442603	6.225807759793487	2.629790967783523	5.832230180578747	2.6145982130661025	2.373395998562148	1.0822662299261767	1.2505237503142113	6.472183036402596	9.71262009729909	1.8554050545195588	4.76491597794967
URS0000DDDB39_GR_chr1_629499_629568_70_-	2.837443273361351	15.428366136669977	3.509222131535108	2.9280990891290366	2.728721513502295	1.9578088339999424	5.118726661442603	6.225807759793487	2.629790967783523	5.832230180578747	2.6402818890294237	2.373395998562148	1.0822662299261767	1.265030986396743	6.492333045855904	9.904250192676747	1.864509102873433	4.76491597794967
URS0000529F29_GR_chr1_629499_629569_71_-	2.837443273361351	15.428366136669977	3.524400427951782	2.9280990891290366	2.728721513502295	1.9578088339999424	5.118726661442603	6.225807759793487	2.629790967783523	5.832230180578747	2.6402818890294237	2.373395998562148	1.0822662299261767	1.265030986396743	6.508453053418552	9.921059850166015	1.864509102873433	4.76491597794967
URS00000433C6_GR_chr1_629499_629570_72_-	2.9948802267382733	15.548924397405326	4.167960196018774	3.145408060539184	2.944857871007428	2.013428403147668	5.44924766931825	6.341309170721782	2.8636534154486064	5.913233377531229	3.1847758194518345	2.5091451013708004	1.286467405383946	1.5783872857794223	7.344006778749065	11.312899490277411	2.057514927975566	5.1025267718784715
URS00000A75D2_GR_chr1_629499_629570_72_+	2.9948802267382733	15.548924397405326	4.167960196018774	3.145408060539184	2.944857871007428	2.013428403147668	5.44924766931825	6.341309170721782	2.8636534154486064	5.913233377531229	3.1847758194518345	2.5091451013708004	1.286467405383946	1.5783872857794223	7.344006778749065	11.312899490277411	2.057514927975566	5.1025267718784715
