GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00002337B8_GR_chr1_629490_629570_81_-	3.153709448460119	15.187172996739042	4.400229812635106	3.1487166756393603	2.930787955797632	2.052233511605952	6.293671758142384	6.227285332126078	3.023331283398403	5.821448189245325	2.995894583080768	2.609452632088748	1.254412964633603	1.6124658868046564	7.931546281373741	9.72395972903032	2.0243949242309696	4.64275973145414
URS0000521EE0_GR_chr1_629498_629569_72_-	2.987923049735812	15.054454901037646	3.6779458693083926	2.931179119660733	2.6869251153000984	1.9955419781361747	5.893119856271747	6.113860765881223	2.7764286204491557	5.731461475261747	2.4836932511347007	2.465377126998386	1.0552997956441423	1.28525617302894	7.008634275625712	8.42248463761916	1.834495931338507	4.3303601580550035
URS0000DCB5E1_GR_chr1_629499_629525_27_-	2.803297287520106	14.56279468287112	2.3822698481652984	2.4486919762722397	2.5450412808288063	1.814129071032886	4.851684911408091	5.098572575348006	2.5720389988024275	4.347050490899006	2.2130963210499863	2.184889707513957	0.7416965544857415	1.0553250228081663	5.530239181778554	7.4092748625074	1.6266819391165668	3.739032394120922
URS0000DE3548_GR_chr1_629499_629526_28_-	2.9087977230719377	14.9850795328301	2.496314681322148	2.6606516462001326	2.562776760137718	1.8746000400673155	5.272264408372259	5.87317936921531	2.6439841456220763	5.357670509483807	2.2904097296456194	2.2891145409835807	0.7815191882836338	1.11428172799298	5.698041364641832	7.557688688720954	1.676843937239104	4.1072176056270475
URS0000DBCB96_GR_chr1_629499_629538_40_-	2.9389407046581755	15.021275377112298	3.215430712616726	2.8475108288997233	2.6425864170278195	1.9804242358775672	5.472540359307578	6.028100727988771	2.689767420870943	5.634552706356356	2.3290664339434355	2.3810776293391314	0.9806323572730945	1.1732384331777939	6.188428778354344	7.6261873777425935	1.7628359340205966	4.296888775190809
URS0000DC244F_GR_chr1_629499_629548_50_-	2.9389407046581755	15.021275377112298	3.215430712616726	2.8475108288997233	2.6425864170278195	1.9804242358775672	5.472540359307578	6.028100727988771	2.6930376548172905	5.634552706356356	2.3290664339434355	2.3810776293391314	0.9806323572730945	1.1732384331777939	6.207234195399366	7.671853170423686	1.7717934336853354	4.296888775190809
URS0000DD91BE_GR_chr1_629499_629551_53_-	2.9389407046581755	15.021275377112298	3.215430712616726	2.8475108288997233	2.6425864170278195	1.9804242358775672	5.482554156854344	6.028100727988771	2.6930376548172905	5.634552706356356	2.3387306100178895	2.389507579105057	0.9806323572730945	1.1732384331777939	6.215913618650915	7.691831954721665	1.7717934336853354	4.296888775190809
URS0000DC46F0_GR_chr1_629499_629555_57_-	2.9389407046581755	15.030324338182847	3.2344381848095343	2.858666601001191	2.6425864170278195	1.9804242358775672	5.497574853174493	6.077896879023098	2.6930376548172905	5.634552706356356	2.372555226278479	2.4178628646813514	0.995565844947304	1.1732384331777939	6.405414359643065	7.7945799882541245	1.7807509333500742	4.308045902812207
URS0000A0C3D0_GR_chr1_629499_629558_60_-	2.9389407046581755	15.030324338182847	3.27878895325942	2.858666601001191	2.6425864170278195	1.9804242358775672	5.497574853174493	6.077896879023098	2.6930376548172905	5.634552706356356	2.372555226278479	2.4178628646813514	0.995565844947304	1.1732384331777939	6.542838561125922	7.831683444807514	1.7807509333500742	4.315019107575581
URS0000DF26DD_GR_chr1_629499_629559_61_-	2.9389407046581755	15.030324338182847	3.2914606013879593	2.858666601001191	2.6425864170278195	1.9804242358775672	5.497574853174493	6.077896879023098	2.6930376548172905	5.634552706356356	2.372555226278479	2.4178628646813514	0.995565844947304	1.1732384331777939	6.542838561125922	7.845954005020355	1.7807509333500742	4.315019107575581
