GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00002337B8_GR_chr1_629490_629570_81_-	3.1509893080348026	15.170258521370295	4.439351281656487	3.1457200122714077	2.927190260200327	2.0680945017686523	6.287238489126122	6.220950251927039	3.0204223925101754	5.815756384047816	2.9927096408161526	2.606721102012286	1.2531437132442707	1.610903829322126	7.923959291479835	9.713615707071817	2.0221115356215615	4.637336046123758
URS0000521EE0_GR_chr1_629498_629569_72_-	2.9853459035502974	15.037688238363286	3.7106456717085536	2.928389488837245	2.6836267741019637	2.010964819399353	5.8870960236288346	6.10764107363783	2.773757286361427	5.725857652784294	2.4810528312572617	2.4627964126794497	1.054232012729307	1.2840110961324445	7.0019301052744485	8.413525081176674	1.8324267367048486	4.325301418808732
URS0000DCB5E1_GR_chr1_629499_629525_27_-	2.800879384919825	14.546575599041864	2.403450081933533	2.44636153301532	2.5419171094629163	1.8281498358175934	4.846725613335888	5.09338574602467	2.569564317695244	4.342800248730117	2.2107435733770933	2.1826026025953094	0.7409460844182394	1.0543026890261813	5.524949183171148	7.401393124613571	1.6248471454375024	3.734664445676718
URS0000DE3548_GR_chr1_629499_629526_28_-	2.9062888241372375	14.968390135882348	2.518508862451628	2.6581194789255296	2.5596308175427973	1.8890881636781798	5.266875202108039	5.867204524585119	2.6414402426657406	5.352432153689667	2.2879747899142844	2.2867183353041702	0.7807284245212321	1.1132022805918897	5.6925908533903105	7.549649073180561	1.6749525640192755	4.1024195421551415
URS0000DBCB96_GR_chr1_629499_629538_40_-	2.936405806770784	15.004545667611533	3.2440183951629478	2.844800825977952	2.6393425039022613	1.9957302374342063	5.466946434856683	6.021968280297209	2.687179467646965	5.629043634500502	2.32659039818288	2.378585158282577	0.9796401250361957	1.1721018721575982	6.182509182737687	7.618074895596094	1.7608475673023154	4.291869137310694
URS0000DC244F_GR_chr1_629499_629548_50_-	2.936405806770784	15.004545667611533	3.2440183951629478	2.844800825977952	2.6393425039022613	1.9957302374342063	5.466946434856683	6.021968280297209	2.690446555145624	5.629043634500502	2.32659039818288	2.378585158282577	0.9796401250361957	1.1721018721575982	6.20129661129673	7.663692110539783	1.7697949634776322	4.291869137310694
URS0000DD91BE_GR_chr1_629499_629551_53_-	2.936405806770784	15.004545667611533	3.2440183951629478	2.844800825977952	2.6393425039022613	1.9957302374342063	5.476949996494115	6.021968280297209	2.690446555145624	5.629043634500502	2.3362443002500286	2.387006283722264	0.9796401250361957	1.1721018721575982	6.209967732170135	7.683649642077647	1.7697949634776322	4.291869137310694
URS0000DC46F0_GR_chr1_629499_629555_57_-	2.936405806770784	15.013584550543829	3.2631948585826303	2.8559459810258576	2.6393425039022613	1.9957302374342063	5.491955338950264	6.071713773204666	2.690446555145624	5.629043634500502	2.37003295748505	2.4153318874739393	0.9945585025748179	1.1721018721575982	6.399287204572809	7.786288375700948	1.7787423596529486	4.303013231143373
URS0000A0C3D0_GR_chr1_629499_629558_60_-	2.936405806770784	15.013584550543829	3.3079399398952223	2.8559459810258576	2.6393425039022613	1.9957302374342063	5.491955338950264	6.071713773204666	2.690446555145624	5.629043634500502	2.37003295748505	2.4153318874739393	0.9945585025748179	1.1721018721575982	6.536579951735052	7.823352362842696	1.7787423596529486	4.3099782897887975
URS0000DF26DD_GR_chr1_629499_629559_61_-	2.936405806770784	15.013584550543829	3.3207242488416773	2.8559459810258576	2.6393425039022613	1.9957302374342063	5.491955338950264	6.071713773204666	2.690446555145624	5.629043634500502	2.37003295748505	2.4153318874739393	0.9945585025748179	1.1721018721575982	6.536579951735052	7.837607742512597	1.7787423596529486	4.3099782897887975
