GeneIDs	GSM1666235	GSM1666236	GSM1666237	GSM1666238	GSM1666239	GSM1666240
URS0000DEAF1C_GR_chr1_629572_629601_30_+	14.230693860555288	13.24079159761419	6.281982481168602	60.51286292480494	77.31270015336737	73.79588920595899
URS0000A44C08_GR_chr1_629572_629606_35_+	169.52052894492633	152.79987083515311	80.44798841723478	151.89073759060165	212.04430436869015	205.2099510856851
URS0000DE0DC0_GR_chr1_629572_629607_36_+	109.98608456418566	99.31685812331197	52.8696397942322	104.78480737024164	146.20467504327706	140.0474902425543
URS0000DCA1D2_GR_chr1_629572_629616_45_+	55.924537536831465	50.52993612985923	28.21694258680932	59.47736812242911	119.84472584812895	117.38806133950064
URS00003BD079_GR_chr1_629572_629618_47_+	56.220526683197015	51.26092451455101	29.04859984199949	60.222197717120494	138.45332380712128	134.61507147271317
URS0000DD8D9B_GR_chr1_629572_629623_52_+	57.45091293867732	53.55727647203892	31.528720585155888	62.2568541709116	186.71519117558697	180.59803915288416
URS0000DEF114_GR_chr1_629572_629625_54_+	57.45091293867732	53.55727647203892	31.528720585155888	62.2568541709116	186.71519117558697	180.59803915288416
URS0000DBC2F8_GR_chr1_629572_629628_57_+	34.84546734860275	32.52607081446257	19.172669936616227	37.53214494225368	114.7440957600886	111.01260654848906
URS00002E11B0_GR_chr1_629572_629638_67_+	34.84546734860275	32.683335247822555	19.29147811592911	37.53214494225368	115.06539529319352	111.105581930858
URS000004104A_GR_chr1_629572_629639_68_+	35.4954827288565	34.462753188247554	20.034029236634616	37.67747754609589	115.948969009232	111.99548916210334
URS000075C8DF_GR_chr1_1167104_1167198_95_+	12.79717779874568	13.243703901935671	55.023038044278174	21.436559066727657	16.66741327981686	11.157045884270259
URS0000650AFF_GR_chr1_1167115_1167188_74_+	12.79717779874568	13.243703901935671	55.023038044278174	21.436559066727657	16.66741327981686	11.157045884270259
URS0000EFCEDB_GR_chr1_1167123_1167182_60_+	12.79717779874568	13.098088685861612	54.72601759599598	21.436559066727657	16.66741327981686	10.625757985019293
URS00002B452B_GR_chr1_1167160_1167182_23_+	12.652085079939042	12.988877273806068	54.35474203564322	21.436559066727657	16.33272626616592	10.625757985019293
URS000064F123_GR_chr1_9151680_9151769_90_-	66.18549461083708	56.73314433461415	101.89286478320987	79.47876772621483	62.773896280370494	57.48535069895438
URS0000EFC8EF_GR_chr1_9151691_9151756_66_-	63.95687044996708	55.34979978191059	99.9028277797191	79.47876772621483	62.31872194180521	56.59544346770901
URS00001646B5_GR_chr1_9151734_9151756_23_-	52.13471572160202	44.59174761835911	92.84859213301678	77.35327839502234	59.427026143861085	53.832746391604
URS0000267410_GR_chr1_9151734_9151756_23_+	52.13471572160202	44.59174761835911	92.84859213301678	77.35327839502234	59.427026143861085	53.832746391604
URS000030BD69_GR_chr1_9151735_9151756_22_-	25.536318509968705	20.67590453035565	47.062890030315124	44.362777322838085	34.87438682242805	31.917120547501703
URS0000E60BBB_GR_chr1_10298966_10299051_86_+	5.9546051798245205	7.660816517656247	17.167781910711355	35.22498985625842	249.4355375337733	254.3142351739555
URS0000532A91_GR_chr1_10298967_10299053_87_+	6.627835395087332	8.942230419107966	17.42024929175123	37.78647699897757	254.656654946728	259.0692618722517
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	107.2467340331163	179.44745537670593	57.829881280544996	113.06876578924826	217.6402712369339	248.94822739152076
URS000051BA34_GR_chr1_16514123_16514171_49_-	219.83868382706925	257.72873938595933	156.1139476171261	3198.952276322096	3991.1961877096555	4052.650813288877
URS00006E0DA7_GR_chr1_16520585_16520658_74_-	2.367913170924371	2.453616390847895	9.207633896748305	15.332589705354357	13.896204806787072	13.33532627119921
URS0000287398_GR_chr1_16535279_16535350_72_-	376.4575682157091	397.49604838248416	479.94049135679836	626.1836902296913	740.515098923526	706.5464950163766
URS00004F5239_GR_chr1_16535282_16535350_69_-	346.5742718502934	349.2682888187559	367.57765577164076	612.0319279305548	689.3615357571161	659.4079761553347
URS00004BF687_GR_chr1_16545939_16546009_71_-	325.25144589446955	1442.1876615190884	834.0334187764271	1073.7536103372922	1889.1341548124633	1880.9052675207088
hsa_piR_015026_DQ590548	109.272228387657	101.23024206252512	122.32787162502547	288.10372054172365	304.60534486399445	308.54544748999774
hsa_piR_018569_DQ595533	118.93540346017926	115.91844890791545	367.2657843009445	1297.1479890182668	1621.170344202974	1638.2395195378308
hsa_piR_001311_DQ571812	47.938634293713974	46.17167271276264	255.7346059709771	561.2381828876985	632.705718086285	641.9684508624218
URS000039F481_GR_chr1_16545980_16546006_27_-	17.910245209491688	16.568099284906438	203.31049684916823	255.022386592138	273.4125151917267	278.51439898483693
hsa_piR_009295_DQ582567	14.457038501893647	13.596092724834895	158.8910888085647	239.4717979810203	250.747510627285	251.36558733311264
hsa_piR_020326_DQ597916	131.9879444440246	131.12213361820795	448.4711748612989	779.000923169787	1196.3320365550155	1183.842261505962
URS0000009A89_GR_chr1_16545983_16546010_28_-	17.904441500739424	17.147647844881195	194.51869158001497	202.26665139741164	210.10311968951473	210.40329030086326
URS0000CAFDAA_GR_chr1_16545991_16546009_19_-	14.033367762978257	12.00597456530617	29.00404677475716	31.246509826077602	23.200503786283228	23.735286899036847
URS00006B479B_GR_chr1_16678271_16678341_71_-	33.34811049051822	30.873338112022	65.2850945324283	153.12606472326053	113.43212266657693	112.04861795202844
URS00007131F2_GR_chr1_16727285_16727355_71_+	64.97251948161356	155.79954428627875	140.9659047547337	168.09532291900933	162.43030146507468	165.04458590231218
URS000064074C_GR_chr1_16872583_16872654_72_+	344.8505703508706	346.98795453503607	353.76620492651836	491.2423675621887	542.3134494394387	515.6016240255799
