GeneIDs	GSM1666235	GSM1666236	GSM1666237	GSM1666238	GSM1666239	GSM1666240
URS0000DEAF1C_GR_chr1_629572_629601_30_+	15.61475405139185	13.467704948184455	5.639312083861845	60.76575689666746	76.3493662820512	74.27595415992755
URS0000A44C08_GR_chr1_629572_629606_35_+	186.00789196048308	155.41847036542256	72.21785711177213	152.5255158850305	209.4021839898543	206.5449049263644
URS0000DE0DC0_GR_chr1_629572_629607_36_+	120.68319903259663	101.01889541305627	47.46087711240701	105.22272163914077	144.38293145736466	140.95854223583083
URS0000DCA1D2_GR_chr1_629572_629616_45_+	61.36369088059212	51.39589018002296	25.330243402689135	59.72593457811146	118.35143323929388	118.1517067792368
URS00003BD079_GR_chr1_629572_629618_47_+	61.68846757578828	52.13940583866021	26.07681899771576	60.4738769475991	136.72816382493045	135.49078391124291
URS0000DD8D9B_GR_chr1_629572_629623_52_+	63.03851972052525	54.475111403741806	28.303214075741597	62.51703659107758	184.3886773222109	181.77288493746127
URS0000DEF114_GR_chr1_629572_629625_54_+	63.03851972052525	54.475111403741806	28.303214075741597	62.51703659107758	184.3886773222109	181.77288493746127
URS0000DBC2F8_GR_chr1_629572_629628_57_+	38.234495646230286	33.0834845955786	17.211233806774565	37.688998423450904	113.31435816510141	111.73477769414588
URS00002E11B0_GR_chr1_629572_629638_67_+	38.234495646230286	33.243444139667886	17.31788746320694	37.688998423450904	113.63165423276709	111.82835790997012
URS000004104A_GR_chr1_629572_629639_68_+	38.94773074156303	35.053356758900414	17.984472815909285	37.83493839798508	114.50421841884767	112.72405426143071
URS000075C8DF_GR_chr1_1167104_1167198_95_+	14.04181593936339	13.470667161963886	49.39397463524381	21.526146243790937	16.45973351015649	11.229625898909134
URS0000650AFF_GR_chr1_1167115_1167188_74_+	14.04181593936339	13.470667161963886	49.39397463524381	21.526146243790937	16.45973351015649	11.229625898909134
URS0000EFCEDB_GR_chr1_1167123_1167182_60_+	14.04181593936339	13.322556472992321	49.12734049416287	21.526146243790937	16.45973351015649	10.694881808484888
URS00002B452B_GR_chr1_1167160_1167182_23_+	13.882611677012331	13.211473456263647	48.7940478178117	21.526146243790937	16.129216773004753	10.694881808484888
URS000064F123_GR_chr1_9151680_9151769_90_-	72.622616314059	57.70540553021165	91.46884209781587	79.81092357337741	61.991719220179746	57.859310583903245
URS0000EFC8EF_GR_chr1_9151691_9151756_66_-	70.17723884434673	56.29835398498178	89.68239335257358	79.81092357337741	61.542216457653375	56.96361423244264
URS00001646B5_GR_chr1_9151734_9151756_23_-	57.20527554798246	45.35593628376252	83.3498325019013	77.67655144581508	58.686551848662376	54.18294496223657
URS0000267410_GR_chr1_9151734_9151756_23_+	57.20527554798246	45.35593628376252	83.3498325019013	77.67655144581508	58.686551848662376	54.18294496223657
URS000030BD69_GR_chr1_9151735_9151756_22_-	28.019950173786356	21.03023672707259	42.24817965427467	44.54817722655717	34.43984401121097	32.124751232236484
URS0000E60BBB_GR_chr1_10298966_10299051_86_+	6.533742926887454	7.792103346794063	15.411453354478232	35.372201327720866	246.32751386444636	255.9686274838252
URS0000532A91_GR_chr1_10298967_10299053_87_+	7.272450704196367	9.09547740974384	15.63809237439703	37.944393378885714	251.48357496401346	260.7545870931222
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	117.67742255940864	182.52272644721907	51.913667268458674	113.54130018758879	214.92842383503137	250.56771217054035
URS000051BA34_GR_chr1_16514123_16514171_49_-	241.2199301438303	262.145551731443	140.14290455214115	3212.3212644653777	3941.464973212405	4079.014553153876
URS00006E0DA7_GR_chr1_16520585_16520658_74_-	2.5982135615692803	2.4956651091708797	8.265658373509087	15.396667313355549	13.72305492654011	13.422076669648535
URS0000287398_GR_chr1_16535279_16535350_72_-	413.0713790960572	404.3081154339105	430.8407768656341	628.8006227773133	731.2881119524466	711.1427972529422
URS00004F5239_GR_chr1_16535282_16535350_69_-	380.2816692222332	355.25385524652796	329.97308129471514	614.5897177570479	680.7719338461751	663.6976278300509
URS00004BF687_GR_chr1_16545939_16546009_71_-	356.88501082712156	1466.9030746432823	748.7086681552746	1078.2410168521244	1865.5951125182348	1893.1411347266917
hsa_piR_015026_DQ590548	119.89991406182943	102.96506986614266	109.81327100418443	289.3077570171868	300.80989281653865	310.55263051388
hsa_piR_018569_DQ595533	130.50291793440996	117.90499506270446	329.6931154465802	1302.5690002079696	1600.9701920850684	1648.8967714254184
hsa_piR_001311_DQ571812	52.60108828078984	46.962937259104	229.57199547068782	563.5836966573535	624.8220605811292	646.1446530618751
URS000039F481_GR_chr1_16545980_16546006_27_-	19.6521741446147	16.85203419118473	182.51106956990225	256.088170313845	270.0057329139968	280.3262208026495
hsa_piR_009295_DQ582567	15.863112700659503	13.829095029275075	142.63593377124792	240.47259303868822	247.62313947408117	253.00079778197065
hsa_piR_020326_DQ597916	144.8249333755112	133.36923209822564	402.5908896181087	782.2565059999991	1181.4254666141399	1191.5435194878226
URS0000009A89_GR_chr1_16545983_16546010_28_-	19.645805974120663	17.44151473329156	174.61869899390646	203.1119595579392	207.48518691437425	211.77202841026138
URS0000CAFDAA_GR_chr1_16545991_16546009_19_-	15.39823625459441	12.211726305705579	26.036823876553623	31.377094524847802	22.911420219358387	23.88969223970312
URS00006B479B_GR_chr1_16678271_16678341_71_-	36.59150765876736	31.402428275751326	58.60618420959023	153.766005668571	112.01873255546663	112.77752867047315
URS00007131F2_GR_chr1_16727285_16727355_71_+	71.29166868080415	158.46955055823685	126.5445633570133	168.79782304559112	160.40638287448087	166.11825169029154
URS000064074C_GR_chr1_16872583_16872654_72_+	378.39032258550264	352.9344418572332	317.5745937344515	493.2953564223311	535.5561002111881	518.9557711544686
URS00006CC1A3_GR_chr1_23370254_23370346_93_+	578.7584390100512	553.1993477363561	206.56146909540286	1741.118623683168	2259.25376713544	2310.2415252576025
