GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS00002337B8_GR_chr1_629490_629570_81_-	7.174227887358848	2.8379661940899847	8.475010138613062	7.765859375249467	2.7511582002725214	3.612643996564622	4.892735623300759	9.201924315892814	1.566955044169773	4.2388532454799055	0	12.342458568547626	2.4739207011034074	1.404415088502576	5.836238295205793	7.43138825763658	6.4442245366051205	0
URS00000A75D2_GR_chr1_629499_629570_72_+	57.08184287042535	0	42.96002100723725	58.00122105576825	45.52164907163711	39.41062091994004	92.5468140112519	128.315623759553	59.78584532297716	130.0999894628558	57.976284869534034	64.6216523715466	16.138447426109025	20.252721036503193	149.41189320019748	146.2835371314741	41.10089670900479	110.00374608585138
URS0000EC8040_GR_chr1_629501_629570_70_-	0	367.8984308481826	19.65497515853202	0	6.362591702338967	0	17.263447168307273	0	13.003789975504816	0	21.535402810236395	0	7.034483632142855	8.404127562563344	0	55.3538701553067	0	14.94275250174603
URS0000DDB6FD_GR_chr1_630827_630875_49_-	6.237574063436211	0	35.38309426832187	3.6406317296451816	2.0191807990442148	3.5807877335381084	5.397727248613823	4.817254521111254	7.262179977284638	2.9345866899984316	10.935978149186925	10.908868123208661	9.284501932970398	4.946227574200842	24.101167371950872	27.36880520881476	9.293247065288673	1.1042105636315616
URS000083167E_GR_chr1_630916_630981_66_-	9.66960199746048	4.557961728281718	4.342182382812927	1.9414637343767824	2.814805816262583	0.9852654094963761	3.5134439814899157	1.278044381824359	2.660318845242632	0.652129795118101	2.274713585075203	4.955551402487803	2.6531220513524927	1.6002879273376416	5.825025849880536	10.121120324709489	3.0378927234109403	0.9043859368345976
URS0000BA5588_GR_chr1_632615_632685_71_-	12.809683973972627	4.925464252764957	45.93786785216091	3.4145606538776447	4.260970947424576	2.2989526221582115	13.101576753434056	6.916074203004474	14.128065986371947	3.5867164851165323	25.15125886924273	13.705984695486354	4.871438783354894	10.836269028575277	23.752935754330156	17.044561840420855	5.92807881701631	0
URS000000EE2E_GR_chr1_633464_633533_70_+	44.598604797979256	0	133.4675247632545	45.047954582155654	40.3254716792893	0	76.23321758874067	22.72958454660823	0	0	84.17423647323822	35.731042045377336	0	0	21.297225981580986	24.448786847391908	76.08720726463199	23.429426187226746
URS0000440183_GR_chr1_633467_633553_87_+	10.612749410707114	22.04439701478573	25.460371655250224	4.322818123133368	19.67185736072409	4.269728984080942	11.74441060426959	4.983506358549283	2.692710825836639	5.088244010626081	5.922667254948642	9.156992123708196	4.516266723155356	4.8321126094290126	2.9848847673187597	6.0813644521890735	12.369909553703073	4.6459511912776454
URS0000650AFF_GR_chr1_1167115_1167188_74_+	21.633101535175598	55.028382025496256	93.01846564606605	25.70845792370477	69.57280629508375	21.347430826009788	99.18718019528929	41.90676806995247	31.183904224123427	34.2025804985178	36.2386858304817	54.34364285357126	48.76244178620145	56.35158427551775	1.60188291598282	0.2893463092848842	79.93953222669303	59.16237869453555
URS000012A1DD_GR_chr1_1167124_1167145_22_+	9.118595767140238	14.25265832484086	11.73848949842461	2.442774961563802	26.05164351572945	0	3.8783102894622434	6.147709400871859	9.223925979539016	3.9470582253132043	8.686910480201455	7.557127845265489	4.300034462114815	5.852136521782907	0	0.24334118766618487	17.806900196392636	5.977003230170638
