smallRNA	logFC_Spheroid_Mono	CI.L_Spheroid_Mono	CI.R_Spheroid_Mono	AveExpr_Spheroid_Mono	t_Spheroid_Mono	P.Value_Spheroid_Mono	adj.P.Val_Spheroid_Mono	B_Spheroid_Mono
URS000049DAFB_GR_chr21_8210893_8210923_31_+	4.048979775641647	3.824384053053955	4.27357549822934	9.576819633994086	47.77068515256101	2.5676582079560425e-7	1.586724978260028e-4	7.99108169305409
URS000075B3BD_GR_chrX_109054542_109054590_49_+	5.9834421566792395	5.637266448592376	6.329617864766103	10.955158270621666	45.982536847658054	3.51522210620853e-7	1.586724978260028e-4	7.814076455748575
URS000051BA34_GR_chr1_16514123_16514171_49_-	3.9353944036300357	3.677299708022112	4.19348909923796	9.779523469135272	40.40420150108408	5.489097982665074e-7	1.586724978260028e-4	7.38974625180023
URS000013CF05_GR_chr12_127166393_127166411_19_-	4.434858298845144	4.114222313311163	4.755494284379126	9.729833238278674	36.650915656595	8.540242175552002e-7	1.586724978260028e-4	6.985158500242281
URS00006F7AB2_GR_chr8_41426655_41426727_73_+	6.18673249461545	5.704174619217438	6.669290370013462	3.1089444280873177	33.972638199137656	1.2045124459000733e-6	1.586724978260028e-4	5.754288363453465
hsa_piR_020365_DQ597975	3.434141333012959	3.1543590644966186	3.713923601529299	8.773915385221882	32.5248514069027	1.467196460099336e-6	1.586724978260028e-4	6.46379031628326
URS000044BAE3_GR_chr1_146038044_146038115_72_+	1.819175894765145	1.6695773236205895	1.9687744659097006	13.570153684130123	32.22289757313212	1.5305021706503028e-6	1.586724978260028e-4	6.386274144511505
URS0000441811_GR_chr21_8210896_8210927_32_+	3.1758676825010514	2.907259654979453	3.4444757100226497	9.03598986429768	31.33002603981774	1.7381896127076568e-6	1.586724978260028e-4	6.305461648042805
URS00008295AD_GR_chr1_75787889_75787971_83_+	3.6475817907677914	3.3348301400813556	3.9603334414542273	6.6399528693360885	30.904574749462693	1.8491922230884369e-6	1.586724978260028e-4	6.159280305362852
URS00000A3335_GR_chr1_75787889_75787972_84_+	3.6471371995599267	3.3342731578316402	3.960001241288213	6.6409321793332685	30.88970731172904	1.8532251295317604e-6	1.586724978260028e-4	6.157452813245247
URS00001CF899_GR_chr1_28648600_28648664_65_+	5.583679597884221	5.104326751443448	6.063032444324994	2.3798418945669355	30.866154285527852	1.8596360407221477e-6	1.586724978260028e-4	5.433121058849984
URS000075A9AB_GR_chr15_25106520_25106604_85_+	6.004937170329334	5.48533217091726	6.524542169741407	4.52826690535408	30.623335354756072	1.9273310909455654e-6	1.586724978260028e-4	5.700954870619386
URS000022BCB9_GR_chr15_25106521_25106603_83_+	6.004937170329334	5.48533217091726	6.524542169741407	4.52826690535408	30.623335354756072	1.9273310909455654e-6	1.586724978260028e-4	5.700954870619386
URS0000700FD3_GR_chr15_25056860_25056954_95_+	3.4306184662238586	3.127030511820063	3.734206420627654	7.383455608759219	29.943683845789568	2.13343005638514e-6	1.586724978260028e-4	6.080468515147879
URS000075E4E2_GR_chr15_25056859_25056955_97_+	3.4298666733192045	3.12603487439767	3.733698472240739	7.3837228172121225	29.913095462666732	2.143322121719748e-6	1.586724978260028e-4	6.076266798314672
URS00006A1C0B_GR_chr15_25062333_25062427_95_+	5.1228282742858555	4.663747515053977	5.581909033517734	3.626328885912569	29.569096201317038	2.2585126709364733e-6	1.586724978260028e-4	5.4866305485872795
hsa_piR_004987_DQ576872	3.450751412488154	3.1438865231725854	3.757616301803723	11.581359828921919	29.91609431839066	2.4118043169469595e-6	1.586724978260028e-4	5.989310463903534
URS000075D440_GR_chr15_25062332_25062428_97_+	5.10523553763869	4.636750203717609	5.573720871559772	3.6352695903462284	28.876006279945504	2.5144118844770557e-6	1.586724978260028e-4	5.420840001292371
URS00006C9042_GR_chr15_25051477_25051571_95_+	3.4245501310496556	3.1052947965088755	3.7438054655904356	6.391752722172878	28.42383732534092	2.7005271133302355e-6	1.586724978260028e-4	5.826180266991239
URS000075CFA5_GR_chr15_25051476_25051572_97_+	3.4242205825087684	3.1048651532232525	3.7435760117942842	6.391876184166991	28.412194113216252	2.705537347559926e-6	1.586724978260028e-4	5.82453269955664
URS000071A62C_GR_chr15_25070432_25070526_95_+	3.414767560569854	3.0956617134584086	3.7338734076812994	6.386098748817538	28.355919101268295	2.7299135966704927e-6	1.586724978260028e-4	5.8163537544446235
URS000075EAB9_GR_chr15_25070431_25070527_97_+	3.4140213313881524	3.094703875875612	3.733338786900693	6.386348248844984	28.330935411867035	2.7408213763388595e-6	1.586724978260028e-4	5.812805080188831
URS00006F4D3F_GR_chr13_39857135_39857227_93_-	7.11277514628738	6.441388101652189	7.7841621909225704	3.043060981518241	28.07265359241154	2.856759019068373e-6	1.586724978260028e-4	5.242775093453583
URS00008205D0_GR_chr13_39857141_39857227_87_-	7.11277514628738	6.441388101652189	7.7841621909225704	3.043060981518241	28.07265359241154	2.856759019068373e-6	1.586724978260028e-4	5.242775093453583
URS0000336885_GR_chr20_29298646_29298674_29_-	5.453240604261832	4.977089732571676	5.929391475951988	9.673741797641933	30.81066738287834	2.9233386171780106e-6	1.586724978260028e-4	5.839268866616143
hsa_piR_004152_DQ575658	5.6925485351209355	5.150092118855014	6.235004951386857	4.443016537362239	27.807326440751236	2.9821453101369653e-6	1.586724978260028e-4	5.4134864638475095
URS0000691595_GR_chr11_93731502_93731574_73_-	5.649841167582912	5.106799934014954	6.192882401150871	2.8427858063758085	27.568984880275323	3.100541269579951e-6	1.586724978260028e-4	5.186247358658254
URS0000066733_GR_chr11_93731503_93731573_71_-	5.649841167582912	5.106799934014954	6.192882401150871	2.8427858063758085	27.568984880275323	3.100541269579951e-6	1.586724978260028e-4	5.186247358658254
URS00005A619D_GR_chr11_109603197_109603223_27_+	4.404703804072009	3.976177509470277	4.83323009867374	7.346391015081593	27.236831082520116	3.275250442664804e-6	1.586724978260028e-4	5.667320714201546
URS0000315291_GR_chr11_109603197_109603224_28_+	4.380211428623204	3.9499323623510163	4.810490494895391	7.405098044219349	26.975046380456206	3.421457817907878e-6	1.586724978260028e-4	5.627857728699658
URS00005B0D1D_GR_chr11_109603197_109603222_26_+	4.353598444395412	3.9176929685962376	4.789503920194586	7.173850416762528	26.465090792271592	3.729811714888257e-6	1.586724978260028e-4	5.5423137241219544
URS000070C400_GR_chr15_25054210_25054304_95_+	3.317776415169135	2.985380098225155	3.650172732113115	6.285887287622262	26.448939071820877	3.74011974916024e-6	1.586724978260028e-4	5.52932214805055
URS00006B0B83_GR_chr15_25065026_25065121_96_+	3.306826662754241	2.9741099735794476	3.639543351929034	6.280167265446256	26.336265302888204	3.8130024129705647e-6	1.586724978260028e-4	5.511393290313067
URS000075D5DD_GR_chr15_25054209_25054305_97_+	3.3090955340689785	2.976037363187407	3.64215370495055	6.291291344081289	26.327314197428656	3.818866305957736e-6	1.586724978260028e-4	5.510333661411765
URS000075D5DD_GR_chr15_25065025_25065122_98_+	3.3060439727291815	2.972976400449519	3.639111545008844	6.280432026826929	26.302293389090856	3.835315900490399e-6	1.586724978260028e-4	5.506012059748679
URS0000660494_GR_chr4_26702309_26702388_80_+	5.402376470838961	4.851769016653553	5.952983925024369	2.501022374061775	25.999207024166903	4.041601837018356e-6	1.6256220722229387e-4	4.976497616545979
URS0000CA1E16_GR_chr1_171713465_171713482_18_-	2.572182363406357	2.3059147657332653	2.838449961079449	10.170517957229716	25.597690261812282	4.336128666723062e-6	1.6969498133554038e-4	5.386452376498907
