smallRNA	logFC	logCPM	F	PValue	FDR
URS0000EFD807_GR_chr7_129774926_129774988_63_-	2.329848287109194	12.881403745188498	43.27264044992357	1.9618775274246697e-5	0.017617660196273536
URS0000564D66_GR_chr14_100874553_100874574_22_+	-2.9211257085252513	6.327974220725553	35.82585190855608	4.961273682378106e-5	0.019452339625125836
URS0000EFBB37_GR_chr6_6169342_6169402_61_+	-3.8178549610098726	3.6173657479536283	33.856480657352705	6.498554440465202e-5	0.019452339625125836
URS00000AF93C_GR_chr17_59841266_59841337_72_+	2.309684159783261	8.154161777189747	28.83384836488425	1.369706679339458e-4	0.022746763391592283
URS000075A1A8_GR_chr14_101045920_101045994_75_+	-2.434268026110071	6.618901123527901	28.278742450243307	1.4958234544608257e-4	0.022746763391592283
URS00006C1298_GR_chr12_6943818_6943878_61_+	3.1194870752095563	3.038665543387665	28.1792318611251	1.5198282889705312e-4	0.022746763391592283
URS00002620A7_GR_chr17_58331245_58331267_23_-	2.6440315203287743	9.621130537895253	26.372551729671446	2.0439120607071786e-4	0.02622047186450066
URS0000164B86_GR_chr11_62853904_62853968_65_-	1.8828051982236327	7.32638584933968	24.268970584695857	2.939855590260832e-4	0.03299987900067784
URS00004FCB5F_GR_chr21_16590292_16590313_22_+	-2.4441647402389157	5.064092867868044	23.219758122057822	3.5531438254686275e-4	0.033614851461985326
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	1.7059138108167708	14.137346354301695	22.936566995383412	3.7433019445417957e-4	0.033614851461985326
URS00001FFA8C_GR_chr14_101045968_101045989_22_+	-2.1800668003426713	6.489651211242026	21.032536264208066	5.377498861839785e-4	0.03435011424023202
URS000023BE29_GR_chr11_72615066_72615088_23_-	-3.6481593854031984	5.584199333472083	20.887796195747544	5.532485643955549e-4	0.03435011424023202
URS0000EFE727_GR_chr7_130876747_130876807_61_-	-1.6657725703805895	7.819681707277521	20.370879550651953	6.129903918390577e-4	0.03435011424023202
URS000005A8ED_GR_chr14_101033804_101033825_22_+	-3.278002078241081	2.608616717695564	20.067966032249075	6.514687915721996e-4	0.03435011424023202
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-2.2507536445001577	2.3728401790964893	19.90034292383568	6.739630866170811e-4	0.03435011424023202
URS0000EFE6EA_GR_chr21_16539100_16539160_61_+	-2.5995411262317325	11.164477184674277	19.87212781391686	6.778374034706917e-4	0.03435011424023202
URS0000527F89_GR_chr5_149430661_149430683_23_+	-2.4964267324461025	11.101584904893938	19.826784973318077	6.841178444595693e-4	0.03435011424023202
URS0000EFE4D0_GR_chr2_176150328_176150390_63_+	-2.4359906380454985	6.843871846175595	19.121074694148266	7.911247040493652e-4	0.03435011424023202
URS0000EFE028_GR_chr10_103394299_103394361_63_-	1.6833226164275739	7.981059627518545	19.004137934106563	8.106742461745965e-4	0.03435011424023202
URS00006E2A34_GR_chr13_21139886_21139957_72_-	4.091702723124107	2.544322052884537	18.971056091172123	8.16306214578104e-4	0.03435011424023202
hsa_piR_008114_DQ581033	-2.4985473463701555	12.368710084851214	18.85735492709591	8.360122429714819e-4	0.03435011424023202
URS00006A8564_GR_chr11_75335092_75335186_95_-	-1.9358573485825208	6.932350394484974	18.8260207825175	8.415395470880895e-4	0.03435011424023202
URS0000EFCB87_GR_chr14_101022070_101022129_60_+	-2.6847940852011742	9.545146182319236	18.320509411182332	9.368460807479517e-4	0.03553689741185911
URS0000EFBD9F_GR_chr2_176150329_176150389_61_+	-2.3699122314425436	17.206533358441806	18.256621277550828	9.497611780452323e-4	0.03553689741185911
URS00007E3A17_GR_chr18_21825711_21825733_23_-	-6.026459592426818	11.421720241051739	18.190749404860927	0.0010356637373463754	0.035902746450366646
URS000062318B_GR_chr14_101033756_101033835_80_+	-2.8519457024293766	3.024000811854784	17.675430067555435	0.0010772483834429537	0.035902746450366646
URS0000EFC120_GR_chr17_7017626_7017687_62_-	-1.726120190992216	6.3167154795196065	17.665973670065167	0.0010794812407125829	0.035902746450366646
URS00005E651E_GR_chr14_101039732_101039752_21_+	-2.466913806824342	2.568350575851347	17.337168799409113	0.001160566932915266	0.035958860142577535
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.0982847848366624	3.2669890025951953	17.209321453505574	0.0011939890216034587	0.035958860142577535
URS0000EFDA02_GR_chr5_149430660_149430720_61_+	-2.758094386503012	8.864317598351377	16.969764681929185	0.0012596706465396853	0.035958860142577535
URS000060A1F4_GR_chr14_101022071_101022091_21_+	-2.0889764097935575	9.040285732620797	16.959036951601476	0.001262708736685425	0.035958860142577535
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.9306687798541384	3.008907181422621	16.860859197681364	0.0012909114479552621	0.035958860142577535
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.8922567520498443	6.021725325500787	16.648157673978996	0.0013545593857322421	0.035958860142577535
URS00007E3F2D_GR_chr21_16539138_16539160_23_+	-3.089301390323051	2.6851512868299943	16.487229988550503	0.0014051426364560227	0.035958860142577535
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	-2.1796543309677547	10.289686319157925	16.371484043790574	0.0014428823430304382	0.035958860142577535
URS000023B77E_GR_chr1_1167878_1167899_22_+	1.6507382402913995	7.827945906177039	16.32976654329281	0.0014567722609661906	0.035958860142577535
URS00002F4D78_GR_chr7_130876748_130876769_22_-	-1.724447850750902	12.021366711291147	16.202692411637912	0.0015000485935501365	0.035958860142577535
URS0000EFE150_GR_chr21_16539837_16539904_68_+	-2.3389068787393295	7.753647205651913	16.140862232944386	0.0015216444158329023	0.035958860142577535
URS0000D548A2_GR_chr7_139044100_139044157_58_-	1.542406864597072	7.046903480857088	16.00146347822513	0.0015716716116847866	0.036188746340844576
URS000058D5C7_GR_chr9_4850299_4850373_75_+	-1.5228121866406485	7.692813813590614	15.848135820899044	0.0016289187578062423	0.03656922611275014
URS000005A7A9_GR_chr16_3152900_3152972_73_+	3.184998180609866	2.0436806035068957	15.24101954521385	0.0018807016428541094	0.03818552103361933
URS0000EFE77A_GR_chr8_41660441_41660505_65_-	-4.114053912560256	9.679732005233422	15.48869891302555	0.0018841740175669142	0.03818552103361933
