GeneIDs	Non_treated_COLO205_1_salmon	Non_treated_COLO205_2_salmon	Non_treated_COLO205_3_salmon	Non_treated_Testis_1_salmon	Treated_COLO205_1_salmon	Treated_COLO205_2_salmon	Treated_COLO205_3_salmon	Treated_testis_1_salmon	COLO205_dil_A_NT_1_salmon	COLO205_dil_B_NT_1_salmon	COLO205_dil_C_NT_1_salmon	Non_treated_Testis_2_salmon	Non_treated_Testis_3_salmon	Non_treated_COLO205_1_fc	Non_treated_COLO205_2_fc	Non_treated_COLO205_3_fc	Non_treated_Testis_1_fc	Treated_COLO205_1_fc	Treated_COLO205_2_fc	Treated_COLO205_3_fc	Treated_testis_1_fc	COLO205_dil_A_NT_1_fc	COLO205_dil_B_NT_1_fc	COLO205_dil_C_NT_1_fc	Non_treated_Testis_2_fc	Non_treated_Testis_3_fc
hsa_piR_020619_DQ598378	1.5209763172311854	1.7436159119285914	0.8303922805007444	0.7798729795839892	0.24651397054431953	1.480725015915778	0	0	3.345357982682899	2.4196300649974294	2.2140715484200704	1.1736331547084915	0.8162332068048449	2.6466973842736365	2.098499474518241	1.1587939701434953	0.921943991650794	1.270754410834363	2.6375433118122196	0	0	3.661518223119339	2.950692160235387	2.4828009344987745	1.4045922906203665	1.0256114339813864
hsa_piR_020813_DQ598646	55.51550524548686	42.142223973158195	27.25964938528684	144.01649370871945	0.493012444131557	0	1.5752285069754075	0.8071726181674183	37.1252354048819	28.74039983495419	38.111165202745894	209.0958009778096	201.06725865506215	14.315582751563031	10.870808706951127	5.910131803834002	28.56846285808148	0.25415088216687254	0.9231401591342768	0.5270677022626207	0.19959121000674937	7.969032875603305	6.380052159797847	9.133603937787369	44.926444651733696	43.64870176703738
hsa_piR_016240_DQ592148	4.983406677822544	3.8025072740949857	4.758890164302201	4.508386947544621	30.856690546368192	38.49781502912243	59.68222888913259	3.806985932504259	0	1.058693537625193	3.985499261804067	2.5259609445964655	4.05337060312761	1.0720600259868232	0.7111029025026266	0.8319707452940294	0.7814397273232131	24.74582422698116	24.357712484585846	35.97237067942386	0.681936634189727	0.34086991077134804	0.3383460343736577	0.5648372125984712	0.7758271519772751	1.081942365014455
hsa_piR_016946_DQ593358	12.476453473769665	6.2142974851424	11.492450522858976	0.14563666946499293	451.0462659353745	559.1913699536224	597.680842433554	0.18055349096995257	5.421873821273714	4.618757775587324	3.4402821134332817	0.09399714558310047	0.1827193306541129	3.2120476879924587	1.807402482154336	2.5204004314039503	0.08297495924857146	126.57561101517476	122.6457639992682	168.45962210483796	0.1020132851145608	1.0993272569889254	1.0117595562762671	1.1188121711085102	0.1550653882095134	0.14568344232690147
hsa_piR_022628_DQ600952	4.475314750835488	9.059669687654038	3.0983058398507555	0	0	0	0	0	13.672417578433407	13.448632513585125	16.771515557986593	2.7767403807779947	2.956667407254495	1.9432071873384509	1.6490395980036705	1.2818628502020837	0.4606032182287367	0.5760753329115779	0.16484645698826372	0.3338095447663264	0.01552376077830273	1.6450678302443318	1.8320519768217047	2.2958149891193353	1.560658100689296	1.5335610362278496
hsa_piR_016926_DQ593325	15.11739498640604	9.392077118280833	13.232661620517437	23.193720406783605	0.543656499875877	2.120403996518339	0.7981734532211501	0.258701025173002	55.327581729705386	37.57387865539867	37.20231374989336	62.041565853444055	60.52077246697549	2.156517221877679	1.3613852770343458	1.544012122775863	2.741861431169461	0.19484900966126897	0.336286772256058	0.47436093203635865	0.05211548261287344	6.667450326289693	4.975522691525803	4.759219041317339	8.05489660108966	7.921779982262479
hsa_piR_016984_DQ593431	2.9000583162795324	2.401040811773416	1.767548804904692	2.6490363501488585	1.4468850206885726	1.9085609583981475	1.4797848966649196	0	2.4572892320988298	2.0091271195118816	2.3328606969057253	3.1025010079640047	2.7222205521648632	1.6749954003670775	1.4528073285126282	0.847354355301353	1.0469595969186416	1.037782768848063	0.8769831511775631	0.5885589341932598	0.12419008622642184	1.496863521213311	1.2150294606480383	1.49433581245145	2.185421551894722	1.9244782731383687
hsa_piR_019368_DQ596603	0.8213272344752316	0.47284526489411344	0.4295130535783891	0.33423165624615186	0	0	0	0	0	0	0.7856382609590329	0.9858520108210036	0.5441557373282805	0.587586497356214	0.3155782111698047	0.345346347103182	0.1659499184971429	2.96509362528018	2.6375433118122196	7.027569363501609	0	0.21794751328091305	0.4262110898117781	0.5431127044216069	0.48920628925452936	0.32778774523552834
URS000043000B_GR_chr1_161523847_161523878_32_-	2.593160690088716	1.2395157963479315	1.3336574024803216	0	0	2.447210820777738	0	0	0.9126122963816892	2.117440477480838	0.5521568243046696	0.8845805105636358	0.7248312275947635	3.7134443374444457	1.888114000405038	2.6632482386148117	0.5627546125036447	6.531677671688625	3.96950268427739	4.611842394797931	0.01663260083389578	1.5735810458881925	1.8084464395398216	1.1638129380463005	0.9829144768764316	0.972679783269279
hsa_piR_000805_DQ571003	1.6945405055877294	2.032847323875024	0.8053580002972339	1.4318869761587063	1.4790799490266464	1.480725015915778	0	0	0	0.06046268704850663	0	4.207996205808733	4.866146845526815	3.0365195045893296	4.656786839734791	2.360913209287208	3.632090549507468	0.25415088216687254	0	0.2898872362444414	0.04435360222372209	0.31994694949638036	0.30490485655765664	0.4057827777321435	7.478653610065918	7.275916721279883
hsa_piR_020381_DQ597997	16.639482903162826	13.801164653702	9.019778365449582	4.976335338027167	134.59625599022849	192.9878085688213	139.14573878596406	0.4484297471391239	4.242894516445784	3.4228920874133077	1.928385079506013	10.985205362876256	10.52033706963706	56.62161378073578	36.28537397982607	37.73662325041398	10.214033094700818	921.110570541324	575.5581076453831	590.1401373000476	1.9903678997895284	6.171401786062335	10.19431355892879	8.498937948906118	17.357819471801047	16.624908826871575
hsa_piR_019354_DQ596587	1.9164305999487297	0.916137199548119	1.1167343162196703	11.363869232446245	2.958159898053293	4.935748202499085	6.300940289901324	0.3587439402779153	5.4668052409057895	6.8457841748266155	5.713733149844149	14.787776140668283	14.057347366333005	3.955287540810416	1.912595219210938	1.6639414905880587	14.529837308416514	11.436789697509266	13.187716559061098	16.690477238316323	0.4435360222372208	7.584573462175774	8.72093460691792	7.603577861902496	18.817935175619013	17.530574226670478
hsa_piR_009051_DQ582264	3.6929850228022727	2.281963449207783	7.440961696283719	3.870545186677884	8.131079040213475	7.1418504067022734	8.869637734952931	0	26.82020672782587	16.377808482074098	12.670433919144036	4.3021196311003544	4.688482027956329	14.352183919851129	8.558098567881261	14.69574287413895	5.017587980160282	117.2948679680478	85.25199369605046	95.21478041374245	0.22509453128538956	21.22111347313594	18.92639522511871	18.623334634616903	4.217778559298765	4.117985303107082
hsa_piR_019521_DQ596805	22.67775987889746	22.016847121763416	16.407405996553713	0.7798729795839892	51.76779046745408	30.60164662781906	26.25391099644607	0	16.889981514370533	15.28498410188398	16.569824625922827	2.44115647919605	1.6324664136096898	268.4329682248989	266.16057589583255	200.19978902551173	14.89529590670689	1237.3378056774552	549.6772138982257	431.89684415740015	0.7761880389151364	370.558721030474	427.294321689269	464.4699848213582	15.175399185484572	14.40372194286075
URS000013DB6B_GR_chr11_10509420_10509446_27_-	9.90155742393202	9.10226683855365	10.279683699528716	0.3713685069401688	20.4606033787091	19.249422431074848	17.32758110758584	0	8.077816788912685	6.3146455907497	6.856479025500378	0.46945326188339653	0.36277049155218705	30.033619946079092	19.296938204706837	19.666218662627656	1.311004356127429	193.33681191237608	91.15349685623032	81.16842614844359	0.2217680111186104	24.234891686784408	23.410135889938616	27.39150130985773	0.8903754548804318	1.076600638795802
hsa_piR_019068_DQ596183	0.7549290024680054	0.7632058449011723	0.17700157192012117	0.22282110416410125	38.66132424852748	37.40630027759053	29.68070427458829	0	0.6277692935404944	0.6491688755528221	0.14284323445702854	0.0804240877405243	0.440957765255999	1.595496088601535	0.8090277777262267	0.7607038173009182	0.5432093998806479	167.4515445636801	79.82524833199683	79.7541278140389	0.3237812962331712	0.4664076784211539	0.7048875716117868	0.2909532345115751	0.29312360480895117	0.3258452993378363
