GeneIDs	Non_treated_COLO205_1	Non_treated_COLO205_2	Non_treated_COLO205_3	Non_treated_Testis_1	Treated_COLO205_1	Treated_COLO205_2	Treated_COLO205_3	Treated_testis_1	COLO205_dil_A_NT_1	COLO205_dil_B_NT_1	COLO205_dil_C_NT_1	Non_treated_Testis_2	Non_treated_Testis_3
SS_22	187.90626560111886	126.86817867591914	101.4549079982989	10630.59209822762	7.908328283425853	20.684933422887333	13.765251490758777	502.1326749750356	152220.4330889886	15452.17421337077	1751.8930467681405	0	0
SS_28	2658.5067708998386	1858.905611255336	1194.0450415484404	28377.675399671672	149.3305866651821	316.9403920639154	176.12845717275908	61.31885507429578	456644.1746949522	26742.683024014383	2782.3438843684235	0	0
mSS_28	7787.975926391309	4144.937724650516	1758.4401813020258	28392.93099129032	505942.1724776834	359177.4303997476	229052.99420467264	22194.616845034256	158991.9742758312	15238.024779149528	1833.9558246556612	0	0
mSS_22	47.527404143991824	41.398888557908435	19.153536312791754	963.3901681842539	4060.99646503177	5882.55900534275	3624.829062155834	1896.5788813673012	24818.36071816885	1341.0456542992642	215.44117171467101	0	0
UniSp100	20.882147191206993	36.77997110351402	36.93196626166356	137.1067163295495	2239.5182717819757	3894.438201623215	5522.9931161610275	166.4246951039056	17.479390565129226	15.343599233224012	15.362330782211167	0	0
UniSp101	685.6317785177149	1828.8725110471105	1341.7826390830583	4108.736699523719	67271.9933401803	166193.83280138645	199072.94407688957	5724.82477882109	935.4769318744944	925.0964161114158	1008.9311605005148	0	0
UniSp102	523.4274042738265	1345.3780026066815	1215.920848930079	6077.222463076138	63881.82812862798	128116.47061647149	194580.28047403492	8526.885776105844	1024.8615660212624	1065.574935604009	1085.8157466890216	0	0
UniSp103	2.853907224098182	11.050975176600797	10.391157633110108	54.7863373150501	293.1164482510903	786.7593883387466	1302.2349564419612	51.46348466018473	8.773695094636436	11.17984474044741	11.366573028252201	0	0
UniSp104	4.585575401169409	9.658605857015235	10.75785266348876	18.083009452238674	635.0129224860756	985.4850891672381	1203.5854515018075	17.524108238592593	10.50507014014001	8.510451899487796	11.510885832569944	0	0
UniSp105	19.915758280116446	36.89090162622825	50.12231301365728	194.88679017428808	1971.0798741892886	3402.213274914539	5612.831806011692	197.5309851834575	40.18952144900037	37.62853784605954	40.22913389180046	0	0
UniSp106	1.7537075902339516	5.249691357690183	4.102400652361163	11.780969102910506	167.17621444133266	377.1027550063521	422.8839864487093	7.438099092918193	1.3076850796854784	2.22941185440007	1.551750584061734	0	0
UniSp107	47.624416918002744	84.06544522710988	74.96213390711524	182.56482433707686	4057.6289658430596	6493.143688169	7809.465515346503	177.85461839695878	33.93442781783816	33.60641657697423	36.76562658817467	0	0
UniSp108	4.732570415745796	11.513823219649845	10.998653252787069	74.07709339635132	357.9291590516789	1395.148316357912	1652.0673593570714	118.42411793733797	20.922961274967655	16.917301718682882	23.017892288679732	0	0
UniSp109	91.37166814363795	209.2042553058185	100.32782310184398	451.5014183655634	10532.821603970096	11863.386280625344	15648.262348323919	764.4010691241823	57.04732570625243	63.17759769748434	77.82649879303221	0	0
UniSp110	1.8644949974715768	3.7995616624844493	3.8459025018308908	10.247591855996905	142.7480788170601	294.415772181039	369.7116397521153	6.993454230625379	1.510812162063289	2.622837475764788	2.754357286709578	0	0
UniSp111	6.218262999483042	11.708142893921677	11.710066727819624	69.25975165117758	794.3316388204157	1337.2080836556772	2300.123452674077	62.248063040882755	9.70563866142562	10.512988312234214	11.793304438869178	0	0
UniSp112	16.924695065175236	50.664647356897746	35.884624976267006	316.71099412063734	1634.719653337505	4790.668825118728	5131.443304611831	353.00810241849285	18.35118061825288	22.589187760024238	27.272016514884974	0	0
UniSp113	18.46292803564862	39.150824137247895	32.34608072335794	255.99545060648265	1167.840246948924	4294.1974536780335	4515.573478979663	423.96166873583667	40.41705865286564	40.00941856468502	57.90434891955563	0	0
UniSp114	0.49195118666796217	0.8415418964528126	0.6279024492785128	4.486917018566085	43.277659384982286	116.05190571973766	112.66072135863517	4.213592211253598	0.8717900531236522	0.6065311662706073	0.3879376460154335	0	0
UniSp115	21.135600442578326	54.96110125733319	46.81734847187983	165.08734769855442	1575.6465166258515	2892.6794702220955	3823.2349142108937	111.29427637987465	18.574358871852535	17.75857683903444	18.698594537943894	0	0
UniSp116	12.456794387856803	36.84767697427409	37.361765488194706	185.99334965322785	971.9407469746985	2920.2154223974144	4589.231190370865	199.96821562565103	28.638303245111974	30.718672516157202	40.686900314098665	0	0
UniSp117	7.58077100607863	11.838581887871863	15.197436931112483	27.18149031704203	555.6288944412529	945.0581440554364	1577.056840863396	20.332800099409795	9.27584616523566	9.65204191081442	9.116534681362687	0	0
UniSp118	40.36479164658097	104.03332183471592	85.14545582951416	375.45874037901257	5346.008740355695	11179.194357824696	15952.99532484876	717.8597254707752	54.37093024316281	54.018649232113695	62.84589865450023	0	0
UniSp119	6.739731257351082	15.527595546685921	17.38756067419594	108.40401842628367	407.0734679666798	1394.4823366716796	1775.9019160036742	96.65869648610195	5.791301322900423	8.85207648070616	8.515231330038766	0	0
UniSp120	11.409528701678045	34.13332183916992	27.05820024675895	97.13712529311765	491.82431547325956	1177.3465835267386	1697.9310339156239	45.15418474386027	9.345589369485552	7.128872259128694	9.95060062029587	0	0
UniSp121	3.653623073145621	5.4317704225590635	6.595801278446137	29.600671351133713	460.5891720549509	737.4109529747399	745.8007987016083	34.59580973450323	4.620487281555357	3.4752596553883444	4.144725810028892	0	0
UniSp122	5.893575216282187	11.713880679579312	14.262490184136778	42.14353496874443	810.9361631219848	1912.6540957103082	3500.7836784283263	64.51896747473732	12.51018726232441	9.376643975859118	10.567421477460408	0	0
UniSp123	277.0222391636468	1175.6631007919111	818.841932982065	9923.99246514825	25852.06253594087	106586.61338136168	119804.25440109627	14527.666470722323	913.3029518732943	824.7197702045285	869.4668008826744	0	0
UniSp124	10.114516397893302	34.87464374613609	23.687619899031894	292.6574753784681	744.0267075435195	2293.878012141367	2720.4599452285165	350.79263998741794	13.67228340313824	14.832145925449877	16.603731249460555	0	0
UniSp125	155.25310397627018	376.6871584997696	347.83629426579597	1065.1879047439645	22005.17548159058	38109.34899142896	51368.527761293866	1630.1822756911818	123.50388145586844	117.41722098693121	138.9724546826928	0	0
UniSp126	2.603602460321523	4.047434002894187	4.007273431295468	10.652509657129935	204.16363949268487	342.99931998462006	306.6040668678708	10.415334642185538	1.3948640849978435	2.032699043717711	1.9008944654756241	0	0
UniSp127	1.4266584413370904	4.169457577879845	2.747073215593493	20.02757371942853	132.2643549276766	347.4963313312599	420.33649255444	25.94685730087742	1.4820430903102086	2.885121223341267	2.754357286709578	0	0
UniSp128	0.3359042702568846	1.3388166534476564	0.8162731840620666	7.556252955569908	41.51131075392252	92.64370882740421	98.31569539538751	11.05180883409595	1.7435801062473044	0.39342562136471826	0.3879376460154335	0	0
UniSp129	250.06862720705854	470.9605069308521	646.2058056749814	2157.209911308917	22288.498649182173	42213.47848019952	75799.19624995597	2024.0888347201687	323.21877756575344	352.5395193737588	349.93294658588553	0	0
UniSp130	0.13774633226702943	0.8797938008370314	1.287200021020951	3.5033871682730173	19.061316162515443	69.34760752582278	132.206148650874	3.9918242001349875	0.6974320424989218	0.7212803058353168	0.3879376460154335	0	0
UniSp131	44.88070675971819	93.05770290975204	143.4213960982776	288.0540246393574	3814.3853923691822	7170.99231930474	17715.50093675326	679.375213661307	38.0824048906005	154.95002526512533	165.2816099601675	0	0
UniSp132	15.058625823906322	56.88631960499093	39.92925860329454	338.4408452262499	997.288061622808	4249.365811235506	4661.694214970271	289.1023234944985	28.161434086053333	26.9496550634832	30.259136389203814	0	0
UniSp133	78.41879017914518	304.28892662889024	154.7858025277694	1965.329396102604	10358.779079862223	33923.132560936516	33127.36463615068	4941.312851338762	212.6226196364338	174.72490841365396	204.9047852488918	0	0
UniSp134	12.660265398662673	37.52817835326934	38.375200041330224	177.48048761192106	937.8421702839764	2385.361201911574	3805.0159406360153	160.08212998591335	23.160846341336068	27.966004585342056	25.448709578612437	0	0
UniSp135	11.61477073675592	36.154552466832044	43.12371231399898	286.2695098491181	784.6569619059302	3372.191438167836	5333.231174423076	392.083625977592	48.80890970423392	49.21229955777472	46.51217200666642	0	0
UniSp136	9.949417579647534	28.410454424246957	22.856591007411783	142.76007688635218	847.9617108056619	2675.6096556599496	4013.497570265995	187.3640307137248	23.49997267200117	18.786073420165295	20.83225159102878	0	0
UniSp137	1386.5439544542862	4059.8402430431206	1947.5998755130981	6591.431192755418	134491.8306834919	285585.8640264786	221202.5228220901	7696.100670533418	1108.1332083155276	1037.5177874163842	1088.013801391345	0	0
UniSp138	123.53602706941332	315.00405008499763	224.5438809352643	919.4761319739432	12374.102386788729	28495.938814519865	35607.35872668359	1152.1446951241833	128.14616348875188	121.50294606480381	119.84945636000803	0	0
UniSp139	102.71252045965714	409.6377314553795	314.6566730410208	3202.9455353842427	9198.948821549593	40666.34832435671	49027.45114815398	5294.7012858963235	337.55536498937187	301.2066557168283	337.44911313710895	0	0
UniSp140	340.6285758926944	1314.5045080591347	803.9088429820987	5741.066932616392	29683.19223559681	101149.10024673755	108012.47615453429	6609.073716513992	699.6551071343871	646.9307319098124	667.4335300895889	0	0
UniSp141	1.378250444568963	3.6515267925175223	3.218000052552378	22.143619569065432	76.35963254703687	161.51655855710078	249.36451440215023	20.678758196754828	1.1333270690607478	1.05175782778168	1.132777926365066	0	0
UniSp142	325.8068737602873	1226.3047970061784	644.7628858465395	5556.910832949726	48361.5411413191	132432.07173412485	177627.59583830464	19642.468437159176	1452.9183282154536	1166.813183621685	1610.4222736451084	0	0
UniSp143	11.74208770386559	36.41428289760089	34.701970713050926	126.84732359045947	1229.2769868647292	3046.3361497099954	4330.484870868439	193.67222178999364	19.963992216531636	18.818858888612354	24.828009344987745	0	0
UniSp144	615.0318637189956	2233.498095471026	1532.163917509202	14981.739956807243	84176.5893524757	242519.687575145	327497.4961620315	39980.99902197627	3258.597783526862	2845.991111040332	3330.538571952832	0	0
UniSp145	13.908247169001958	27.259454621325812	26.921003561591597	59.73422632944158	1521.5759164448493	2605.1740615180042	4499.928352684168	80.52618251727863	18.494154186965158	15.483921038177426	16.121912693109387	0	0
UniSp146	27.4807868482217	131.139386319461	89.38159970357165	750.4166807817604	2914.809873243464	12984.40812672833	11872.893965940177	1011.0658660110234	80.14976211402922	68.65932802183274	87.900463584761	0	0
