GeneIDs	Non_treated_COLO205_1	Non_treated_COLO205_2	Non_treated_COLO205_3	Non_treated_Testis_1	Treated_COLO205_1	Treated_COLO205_2	Treated_COLO205_3	Treated_testis_1	COLO205_dil_A_NT_1	COLO205_dil_B_NT_1	COLO205_dil_C_NT_1	Non_treated_Testis_2	Non_treated_Testis_3
SS_22	189.46473085323106	128.7019814318663	102.25300779241283	10523.901421995422	7.852975901588082	20.840555509005565	13.742220120037787	497.1462490449925	152790.1926686096	15507.12526420997	1757.0131572930459	0	0
SS_28	2680.556011310733	1885.7749670586813	1203.4380528933282	28092.871566516078	148.28538427133702	319.32487762061254	175.83376733041328	60.709928501337295	458353.38933671115	26837.785403403665	2790.4756069256546	0	0
mSS_28	7852.56818374228	4204.850291395168	1772.273033495656	28107.97405006971	502400.9557609333	361879.68425102415	228669.75351867266	21974.213317323272	159587.07966732324	15292.214271370207	1839.3157731624228	0	0
mSS_22	47.92158901933142	41.997284441911546	19.304208504895552	953.721398319952	4032.5725277699125	5926.816150647947	3618.7641688273848	1877.7449146016604	24911.25559754027	1345.8146833633634	216.07082351495023	0	0
UniSp100	21.05534046223965	37.31160333057997	37.22249330713829	135.7306868341073	2223.843319242115	3923.737817184199	5513.752304103712	164.7720155305102	17.544815751605984	15.398164169515736	15.407228974866355	0	0
UniSp101	691.3183015250531	1855.3077565597093	1352.3378351709184	4067.500624159175	66801.13971234625	167444.18398365902	198739.8645992911	5667.974435983938	938.9784128033943	928.3862457166834	1011.8798787817556	0	0
UniSp102	527.7686295062819	1364.8246275580264	1225.4859473401648	6016.2302842578765	63434.70312112401	129080.34862447997	194254.7179096604	8442.209581037272	1028.6976127541254	1069.3643351830458	1088.989169086574	0	0
UniSp103	2.877577085383971	11.210710335931186	10.472900162192385	54.23649104849995	291.0648523909982	792.6785341625812	1300.0561182225665	50.95242679211693	8.80653494883604	11.219602525224072	11.399793155646066	0	0
UniSp104	4.623607448162634	9.79821516034138	10.842479816233134	17.901524875561687	630.5683070758841	992.8993380932186	1201.571668989622	17.35008517242558	10.544390514057461	8.540716784450629	11.544527730864507	0	0
UniSp105	20.08093647228442	37.42413728687696	50.51660254075817	192.9308686940646	1957.2837896163294	3427.8096602853284	5603.440680088158	195.56940475741823	40.33995043137336	37.76235252272778	40.346708199334365	0	0
UniSp106	1.7682525673958458	5.325572469723767	4.134672379580877	11.66273302079522	166.0061060032013	379.9398691616284	422.17643687212444	7.364235088371981	1.3125797320403478	2.23734009300656	1.5562857550370055	0	0
UniSp107	48.01940640215527	85.28056037061006	75.55182705077875	180.73256848672	4029.2285985563285	6541.994537507496	7796.3990853188725	176.08843402945746	34.06144404644703	33.72592777846241	36.87307839409177	0	0
UniSp108	4.771821616457595	11.680248567377248	11.085174674665712	73.33364137460644	355.42392270176373	1405.6446465610215	1649.3031980313635	117.24810784706732	21.001275712645565	16.977463058696838	23.085164747341423	0	0
UniSp109	92.12949050455735	212.2281762286188	101.11705662973621	446.97006289635584	10459.099732247354	11952.639887764082	15622.08041248893	756.8101882634157	57.26085328368283	63.40226998858295	78.05395575812598	0	0
UniSp110	1.8799588281054351	3.854482027234492	3.8761564743143606	10.144745044195128	141.7489490538395	296.63079486040755	369.0930556426486	6.924005769582899	1.5164671170839485	2.6321648153018353	2.762407215190685	0	0
UniSp111	6.2698363027051975	11.877377014959562	11.8021845171797	68.56464740194482	788.7719115807213	1347.2685033485154	2296.2749944037614	61.62990897302121	9.741966771203462	10.550374620933582	11.82777173828124	0	0
UniSp112	17.06506584566673	51.39697417771151	36.16691306237807	313.53242139198034	1623.277838682582	4826.71118799342	5122.857615264884	349.5025572844256	18.41986890629955	22.669519471787055	27.35172214477537	0	0
UniSp113	18.616056680421366	39.716725610334265	32.60053268507218	253.4262308033707	1159.666238870616	4326.504638443036	4508.018234029575	419.75151957867644	40.56833930474838	40.15170013381802	58.07358109208337	0	0
UniSp114	0.4960313530621201	0.8537058753564767	0.6328418733574466	4.441885452451494	42.97474814489846	116.92501656311698	112.4722227437681	4.171749155607264	0.8750531546935653	0.6086881135385493	0.3890714387592514	0	0
UniSp115	21.31089581533725	55.755530719531485	47.185639340341254	163.4304991805612	1564.6181697358506	2914.442402904743	3816.8380575518104	110.18906914428977	18.6438825139011	17.8217299232049	18.753243348195916	0	0
UniSp116	12.560109097156554	37.38028784873365	37.655673569451466	184.12668446037344	965.1378888456319	2942.1855204710823	4581.55270480591	197.98243229531948	28.74549613168362	30.827914316815093	40.80581249707028	0	0
UniSp117	7.643644738146046	12.009701425639816	15.316988281806958	26.90869162849037	551.7399078409285	952.1682428347829	1574.4181836057076	20.13088533325537	9.310565565939536	9.686366520310752	9.143178810842407	0	0
UniSp118	40.69957093128818	105.53706055219345	85.815256552889835	371.6905639182673	5308.5906784722	11263.300480456006	15926.303524144394	710.7310231822831	54.57444009877358	54.21075045354895	63.02957307899872	0	0
UniSp119	6.795629536951045	15.75203754470248	17.524340736077733	107.31605475264068	404.2242582187562	1404.9736564091538	1772.9305605279637	95.69882780090549	5.812978106629354	8.883556251643693	8.540118080765568	0	0
UniSp120	11.504157552757912	34.62669835258386	27.271054848592446	96.16223833583308	488.38191319410396	1186.2042930328216	1695.090135648924	44.70578134595764	9.38056981831502	7.154223967990387	9.979682404174797	0	0
UniSp121	3.683925652921753	5.510283377300895	6.647687458683298	29.303593294314464	457.3653924130057	742.9588282558557	744.5529599178099	34.252256224985956	4.637781719875896	3.4876183802749314	4.1568392517038415	0	0
UniSp122	5.942455609684198	11.883197736836994	14.374686732377722	41.72057430925489	805.2602166338681	1927.0438553634708	3494.9263319958254	63.8782622021485	12.557012769852662	9.40998921470406	10.598305991802006	0	0
UniSp123	279.319818397728	1192.6565995305102	825.2833914685859	9824.393359355598	25671.117437874782	107388.51256022642	119603.80356306284	14383.399554023006	916.7214358137635	827.6526401938785	872.0079184049272	0	0
UniSp124	10.198404618957188	35.37873561914788	23.873959672409672	289.7203084112827	738.819077190116	2311.13589130646	2715.9081997284634	347.3090954915563	13.723458625059186	14.884892030531876	16.65225757889596	0	0
UniSp125	156.54074900000344	382.1319434458145	350.57256479539456	1054.497473127231	21851.155715084824	38396.06281686926	51282.580359093765	1613.9937590394675	123.96615526597331	117.83478032782108	139.37861779248166	0	0
UniSp126	2.6251963329459644	4.105937212339491	4.038796835767224	10.545599012041906	202.73464674913978	345.5798586125124	306.0910713782252	10.311905215426062	1.4000850475097044	2.0399277318589224	1.9064500499203316	0	0
UniSp127	1.4384909238801482	4.22972456426618	2.768683195938829	19.826573120057184	131.3386033889062	350.11070300433323	419.63320532470203	25.68919216873947	1.487590362979061	2.8953812968320185	2.762407215190685	0	0
UniSp128	0.3386902078708156	1.358168438067122	0.8226944353646806	7.480416940965819	41.22076263286728	93.34070924498828	98.1511982025928	10.94205890366779	1.7501063093871305	0.39482472229527527	0.3890714387592514	0	0
UniSp129	252.14265738853686	477.76795608449856	651.2892139658162	2135.559735844963	22132.49583245468	42531.06952335594	75672.37260344593	2003.9886310226873	324.4285822621034	353.79322107194264	350.95566618976255	0	0
UniSp130	0.13888877885739362	0.8925106878726802	1.2973258403827654	3.468226497763557	18.927901208969665	69.86934086331257	131.98494754726784	3.952183410575303	0.7000425237548522	0.7238453242080046	0.3890714387592514	0	0
UniSp131	45.25294033985721	94.4027956969192	144.54962724013114	285.1630587932214	3787.687548128532	7224.942929705702	17685.8601946385	672.6286816181617	38.22494695647901	155.50105883479034	165.76466462625658	0	0
UniSp132	15.183519717231496	57.70857693347202	40.24336398961006	335.04418751347725	990.307791253293	4281.335707328682	4653.894487684143	286.23139436729053	28.266842056066235	27.045493477226355	30.347572223221608	0	0
UniSp133	79.06918339097297	308.6872389407716	156.00343230602755	1945.6049705624532	10286.275375608655	34178.35159156472	33071.93748929058	4892.243169642394	213.41846400452303	175.34626545975854	205.50364323824897	0	0
UniSp134	12.765267664783048	38.070625463396915	38.677080353050385	175.69925914728145	931.2779766829195	2403.3073503858172	3798.649567105761	158.4924352225961	23.24753716074395	28.065457343155817	25.523086382606888	0	0
UniSp135	11.71110183325543	36.67714464594005	43.46294702031607	283.39645373820264	779.164950167102	3397.5619557164723	5324.307863112611	388.1900415590572	48.99160097182864	49.38730842950833	46.6481092214792	0	0
