GeneIDs	GSM1666235	GSM1666236	GSM1666237	GSM1666238	GSM1666239	GSM1666240
URS0000DEAF1C_GR_chr1_629572_629601_30_+	14.262228677726451	13.270820920279494	6.287570035349372	60.64924871560089	77.53432520645897	73.96584087760323
URS0000A44C08_GR_chr1_629572_629606_35_+	169.89618166709295	153.14641179463413	80.5195434550533	152.23307370493515	212.65215185196598	205.68254887670443
URS0000DE0DC0_GR_chr1_629572_629607_36_+	110.2298106327871	99.54210281179618	52.91666507291669	105.02097465973759	146.62378624757375	140.37001911689134
URS0000DCA1D2_GR_chr1_629572_629616_45_+	56.04846473840624	50.64453499995806	28.242040347904975	59.61142008252096	120.18827346289535	117.65840562927596
URS00003BD079_GR_chr1_629572_629618_47_+	56.34510978839158	51.3771812225447	29.074437326580068	60.357928397543354	138.85021494115995	134.92508950585108
URS0000DD8D9B_GR_chr1_629572_629623_52_+	57.57822254519337	53.67874116879795	31.556764030843297	62.39717062394604	187.25043007004038	181.01395579783494
URS0000DEF114_GR_chr1_629572_629625_54_+	57.57822254519337	53.67874116879795	31.556764030843297	62.39717062394604	187.25043007004038	181.01395579783494
URS0000DBC2F8_GR_chr1_629572_629628_57_+	34.92268392376412	32.599837995852084	19.18972320481333	37.616736069177854	115.07302187784585	111.26826818844631
URS00002E11B0_GR_chr1_629572_629638_67_+	34.92268392376412	32.75745909553208	19.30863705890977	37.616736069177854	115.39524245013244	111.36145769279176
URS000004104A_GR_chr1_629572_629639_68_+	35.57413971981035	34.54091264931868	20.051848647012534	37.76239622820661	116.28134902392054	112.25341437724087
URS000075C8DF_GR_chr1_1167104_1167198_95_+	12.825535984660208	13.273739829532825	55.0719786784147	21.484873456742434	16.71519218736648	11.18274052145189
URS0000650AFF_GR_chr1_1167115_1167188_74_+	12.825535984660208	13.273739829532825	55.0719786784147	21.484873456742434	16.71519218736648	11.18274052145189
URS0000EFCEDB_GR_chr1_1167123_1167182_60_+	12.825535984660208	13.127794366866166	54.774694043173604	21.484873456742434	16.71519218736648	10.65022906804942
URS00002B452B_GR_chr1_1167160_1167182_23_+	12.680121744471316	13.018335269866169	54.40308824912222	21.484873456742434	16.379545757901287	10.65022906804942
URS000064F123_GR_chr1_9151680_9151769_90_-	66.33215980456463	56.86181170955783	101.98349411946107	79.65789946885435	62.95384431049111	57.61773925814736
URS0000EFC8EF_GR_chr1_9151691_9151756_66_-	64.09859707526326	55.475329814224544	99.99168706334567	79.65789946885435	62.49736516641844	56.72578257369822
URS00001646B5_GR_chr1_9151734_9151756_23_-	52.2502447846724	44.692879032411625	92.93117697636943	77.52761964305871	59.5973800158392	53.95672301600538
URS0000267410_GR_chr1_9151734_9151756_23_+	52.2502447846724	44.692879032411625	92.93117697636943	77.52761964305871	59.5973800158392	53.95672301600538
URS000030BD69_GR_chr1_9151735_9151756_22_-	25.592906273244857	20.72279624403921	47.104750453953095	44.46276354352968	34.97435795027284	31.990625563153447
URS0000E60BBB_GR_chr1_10298966_10299051_86_+	5.967800417352096	7.67819079089304	17.18305191693587	35.304381044596255	250.15057095181706	254.8999199574278
URS0000532A91_GR_chr1_10298967_10299053_87_+	6.642522491828552	8.962510862359657	17.43574385689081	37.87164134747819	255.38665525147402	259.66589746537994
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	107.48438977802084	179.8544314626331	57.881318481443145	113.32360372437704	218.264160152624	249.52155427806287
