smallRNA	logFC	logCPM	F	PValue	FDR
URS0000EFD981_GR_chr7_129774927_129774987_61_-	2.685614619493104	9.851464422250388	57.22048911227829	3.588227358841613e-7	2.918228402317474e-4
URS000075E13C_GR_chr7_129774966_129774987_22_-	2.699348316738967	9.686605531826043	57.03107032490916	3.6760177686364074e-7	2.918228402317474e-4
URS000009262D_GR_chr17_59841311_59841331_21_+	3.041979457963648	6.5549931170425655	54.20882540421852	5.309087451153683e-7	2.918228402317474e-4
URS0000EFD807_GR_chr7_129774926_129774988_63_-	2.4850855592364733	10.995677493938123	45.703298100007984	1.7663722836840374e-6	7.281869739487444e-4
URS000075C4DA_GR_chr6_6169334_6169409_76_+	-3.2444107421584922	3.613093227531455	35.13791823033761	1.0079042858184666e-5	0.0016964315182345694
URS0000EFBB37_GR_chr6_6169342_6169402_61_+	-3.2444107421584922	3.613093227531455	35.13791823033761	1.0079042858184666e-5	0.0016964315182345694
URS000075E023_GR_chr6_6169343_6169366_24_+	-3.239890394826627	3.605686785816873	35.07160917097002	1.0200753959336548e-5	0.0016964315182345694
URS000069AA59_GR_chr14_100874490_100874585_96_+	-2.554354162708795	3.719420290622077	35.03397667852751	1.0270550944725373e-5	0.0016964315182345694
URS000075CFEA_GR_chr14_100874493_100874585_93_+	-2.554354162708795	3.719420290622077	35.03397667852751	1.0270550944725373e-5	0.0016964315182345694
URS0000564D66_GR_chr14_100874553_100874574_22_+	-2.5727268940774852	3.6345576892988256	34.576809062574874	1.1161983539487598e-5	0.0016964315182345694
URS0000EFEDB5_GR_chr14_100874514_100874574_61_+	-2.563817685116465	3.6399474247470494	34.50172829123983	1.1316401880279117e-5	0.0016964315182345694
URS0000528CBC_GR_chr7_129774967_129774988_22_-	2.130829727242555	9.676356855453452	32.471476229744965	1.653598944038459e-5	0.0022723205489328492
URS0000EFD9C0_GR_chr9_70809992_70810052_61_-	-3.3378772288743246	2.9905280984307177	28.93656305111341	3.3598990757125944e-5	0.004261902750653898
URS00000EEF5F_GR_chr10_103394341_103394361_21_-	3.1596189940829342	5.446840565701883	28.478431569820522	3.656195817916719e-5	0.004306476359817622
URS00002620A7_GR_chr17_58331245_58331267_23_-	2.2738915572126897	7.657221408518954	28.101487417562694	3.9546303522355447e-5	0.004332591549841115
URS0000EFD44E_GR_chr17_58331244_58331303_60_-	2.2611729591659655	7.683263623765986	27.754134541147945	4.2536344709085285e-5	0.004332591549841115
URS0000EFD752_GR_chr17_58331242_58331305_64_-	2.2301293344168425	7.704971814398616	27.1308926376769	4.85486288409722e-5	0.004332591549841115
URS0000D4FD8F_GR_chr10_103394339_103394361_23_-	3.056322428043472	5.72843364244045	27.081939845631553	4.905927150902918e-5	0.004332591549841115
URS000075AE07_GR_chr17_58331232_58331318_87_-	2.2221133154287314	7.7065050534846415	27.00062243286438	4.992070312127422e-5	0.004332591549841115
URS00006E2A34_GR_chr13_21139886_21139957_72_-	3.80497952663509	2.5595016904331938	26.380235427235466	5.827443131335646e-5	0.004482857789032507
URS000023BE29_GR_chr11_72615066_72615088_23_-	-3.474154731933441	4.230914010884292	26.215274635114497	6.039690225920933e-5	0.004482857789032507
URS0000617EF6_GR_chr17_58331245_58331266_22_-	2.178756948714074	7.350946667140933	26.100963259051166	6.065443176637062e-5	0.004482857789032507
URS000025D232_GR_chr11_72615102_72615124_23_-	-3.0256354980436693	5.746901236007832	25.83880725531688	6.42454151652158e-5	0.004482857789032507
URS0000164B86_GR_chr11_62853904_62853968_65_-	2.044957743548365	7.382927898778531	25.768728635485136	6.524474647469992e-5	0.004482857789032507
URS00002F40E9_GR_chr14_101040269_101040290_22_+	-2.420359520305445	3.563593119047677	24.867633449744798	7.975084330495991e-5	0.004620387497891085
URS0000EFC56F_GR_chr14_101040269_101040289_21_+	-2.396535556872664	3.4803621794470847	24.733949453467613	8.21922088159114e-5	0.004620387497891085
URS0000EFE6B7_GR_chr11_72615065_72615124_60_-	-3.0996108531352005	6.1692619031664035	24.62462916126086	8.495745277554149e-5	0.004620387497891085
URS0000306C33_GR_chr11_72615063_72615130_68_-	-3.099621390872578	6.16931332693076	24.624208203587543	8.496554047064782e-5	0.004620387497891085
URS0000EFD266_GR_chr14_101040233_101040289_57_+	-2.360528877369866	3.774105791397184	24.583142795341754	8.504601223819083e-5	0.004620387497891085
URS00004FCB5F_GR_chr21_16590292_16590313_22_+	-2.2366788405352636	3.0342345685914833	24.064839826622006	9.572262023390035e-5	0.004620387497891085
URS000075B509_GR_chr14_101040219_101040299_81_+	-2.379438373522948	3.8993165885994228	24.061256223093057	9.580142159518708e-5	0.004620387497891085
URS0000527F89_GR_chr5_149430661_149430683_23_+	-2.431835631879439	9.034228464385306	23.902492859845704	9.936563146425021e-5	0.004620387497891085
URS00006E4867_GR_chr5_149430646_149430732_87_+	-2.4221021912470806	9.084100613079674	23.81452669963072	1.0140346215789457e-4	0.004620387497891085
URS00004F4657_GR_chr5_149430646_149430733_88_+	-2.4221021912470806	9.084100613079674	23.81452669963072	1.0140346215789457e-4	0.004620387497891085
URS0000EFDA02_GR_chr5_149430660_149430720_61_+	-2.421776983737179	9.0781146981347	23.765737891123514	1.0255361653227973e-4	0.004620387497891085
URS00007E3F24_GR_chr11_2134140_2134161_22_-	-2.1130703617819413	2.039172656888571	23.507240476309146	1.0889346789194572e-4	0.004620387497891085
URS00006ECD73_GR_chr14_101045918_101045996_79_+	-2.16463841585453	5.273239087905328	23.499054737779932	1.0910119311534275e-4	0.004620387497891085
URS000075A1A8_GR_chr14_101045920_101045994_75_+	-2.16463841585453	5.273239087905328	23.499054737779932	1.0910119311534275e-4	0.004620387497891085
URS0000EFD56E_GR_chr14_101045926_101045989_64_+	-2.1643951579517147	5.273045705686744	23.492203657431904	1.0927538654806084e-4	0.004620387497891085
URS00001FFA8C_GR_chr14_101045968_101045989_22_+	-2.1574977114761045	5.21946102252362	23.291160888103995	1.1452664636338075e-4	0.0047213609963303715
URS0000208A34_GR_chr21_16539089_16539169_81_+	-2.3676792912640336	8.913485608651719	22.739297477666156	1.304343487786896e-4	0.0048888944589678286
URS0000660AB2_GR_chr21_16539093_16539164_72_-	-2.3676792912640336	8.913485608651719	22.739297477666156	1.304343487786896e-4	0.0048888944589678286
URS000071CCC6_GR_chr21_16539094_16539165_72_+	-2.3676792912640336	8.913485608651719	22.739297477666156	1.304343487786896e-4	0.0048888944589678286
URS0000EFE6EA_GR_chr21_16539100_16539160_61_+	-2.3676556929869736	8.913471946499552	22.738805491118615	1.3044957925687354e-4	0.0048888944589678286
URS0000157026_GR_chr21_16539101_16539122_22_+	-2.3686671482006916	8.893098644130722	22.635656714559847	1.3368666795529851e-4	0.004898873676850828
URS00006CFC33_GR_chr1_173865622_173865686_65_-	2.9338851545582876	5.214841074628387	22.19120120383976	1.4979719597060022e-4	0.005369903829467821
URS000060A1F4_GR_chr14_101022071_101022091_21_+	-2.3017573075451523	8.76154675361432	21.98031109265755	1.5645238531822328e-4	0.00537442210723144
URS0000EFCB87_GR_chr14_101022070_101022129_60_+	-2.299127802796756	8.777989332780042	21.900308936935705	1.5951388776772027e-4	0.00537442210723144
URS000075EEE5_GR_chr14_101022066_101022132_67_+	-2.2988828527399434	8.778156701348134	21.8954787748993	1.597008388443545e-4	0.00537442210723144
URS0000816F9C_GR_chr1_173865966_173866028_63_-	2.8789161762251525	6.455798074996345	20.950306647539605	2.028209503654195e-4	0.006255395368314979
URS00004C8BCF_GR_chr1_173865968_173866028_61_-	2.8752546303543003	6.452320523973178	20.813880444145752	2.0982014347047725e-4	0.006255395368314979
URS000050DE77_GR_chr21_16539838_16539859_22_+	-2.273075004290039	10.156277004475335	20.71090116194768	2.1381138633716742e-4	0.006255395368314979
URS0000031E12_GR_chr21_16539828_16539911_84_+	-2.2577311460095455	10.212035966811522	20.6005967551526	2.1980383401775275e-4	0.006255395368314979
URS00002DE03A_GR_chr21_16539832_16539907_76_+	-2.2577311460095455	10.212035966811522	20.6005967551526	2.1980383401775275e-4	0.006255395368314979
URS00006284D8_GR_chr14_100884483_100884576_94_+	-2.3183439479369463	2.42209637461187	20.59876788790288	2.1990474460030412e-4	0.006255395368314979
URS0000EFE150_GR_chr21_16539837_16539904_68_+	-2.257468284374031	10.210832699641088	20.588630219101578	2.2046503732625551e-4	0.006255395368314979
URS000075A952_GR_chr2_176150330_176150351_22_+	-2.1845626451899354	11.037126739836634	20.573308450842465	2.2131484939145294e-4	0.006255395368314979
hsa_piR_008114_DQ581033	-2.2627275631724033	10.183754073548709	20.568046683061908	2.2160752620771197e-4	0.006255395368314979
URS00005D8C46_GR_chr2_176150329_176150349_21_+	-2.1196000091868545	11.037902605781271	20.528634870841074	2.238134182720338e-4	0.006255395368314979
URS00001925C1_GR_chr21_16590290_16590311_22_+	-2.0983462538342232	2.3369220205014813	20.289440841540657	2.377341807492703e-4	0.006403917856789722
URS0000369E74_GR_chr1_173865633_173865686_54_-	3.036688899143402	4.978749306524719	20.32711592031102	2.391534014644817e-4	0.006403917856789722
URS00004E0FA9_GR_chr11_62853663_62853732_70_-	1.8728232595953547	14.242663129848246	20.239206848781595	2.4077799097693312e-4	0.006403917856789722
URS0000680170_GR_chr14_100973595_100973664_70_+	-1.8558096640593902	2.196815492311842	19.90103563801268	2.624276649656166e-4	0.006868939992512727
URS000075ADDA_GR_chr14_100973595_100973663_69_+	-1.8487652770484568	2.1911932659379896	19.82999288192261	2.672448005104738e-4	0.006885729313152677
URS00007629C2_GR_chr17_59841311_59841332_22_+	1.9322319290799237	8.280080861551559	19.443688325247468	2.9521428973024687e-4	0.007238925355062605
URS0000155F25_GR_chr5_149430700_149430721_22_+	-2.033315899188493	2.7373459838317955	19.410209171657588	2.977869411253866e-4	0.007238925355062605
URS000067D064_GR_chr1_173865348_173865432_85_-	1.743347070318686	3.3973083633743375	19.405554315257397	2.9814659836267197e-4	0.007238925355062605
URS00001FCA45_GR_chr1_173865350_173865430_81_-	1.7715611901882362	3.3566491862668943	19.365578304874397	3.012552290815664e-4	0.007238925355062605
URS00005A29A1_GR_chr8_66113988_66114075_88_+	1.799034739415726	3.158631671845063	19.344582590385198	3.0290227380189193e-4	0.007238925355062605
URS0000209905_GR_chr11_122099809_122099830_22_-	-2.0518924854587857	8.42854174833258	18.836644008599933	3.459529344479952e-4	0.008003828789467272
URS00006E38EC_GR_chr14_100989130_100989201_72_+	-2.1336072525891403	2.3853954488050277	18.823724046969087	3.471329892571901e-4	0.008003828789467272
URS000075A673_GR_chr14_100989130_100989200_71_+	-2.131603216393098	2.383678917064661	18.79828237520373	3.494697834091228e-4	0.008003828789467272
URS000026D828_GR_chr1_173866879_173866938_60_-	2.22805624101629	2.6137414436561786	18.504753009485217	3.7772868775340465e-4	0.008253699712948726
URS000031D4C0_GR_chr21_16590247_16590316_70_+	-2.0632775708861715	7.521642766990791	18.472148912049978	3.810207280326254e-4	0.008253699712948726
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	-2.0627995877877625	7.518554432431654	18.461260805633984	3.821271725049621e-4	0.008253699712948726
URS000058997A_GR_chr21_16590237_16590325_89_+	-2.0604878310119314	7.528875751253446	18.440691250784372	3.842271703140244e-4	0.008253699712948726
URS000055DDDD_GR_chr5_149430701_149430721_21_+	-2.075153001381457	2.4932325165080362	18.384600768874737	3.9001885539951175e-4	0.008253699712948726
URS000075B715_GR_chr1_1169005_1169087_83_+	1.7481317238075456	4.198615144550053	18.380831514481006	3.904115085567014e-4	0.008253699712948726
URS000075C3B9_GR_chr14_100953349_100953422_74_+	-1.8750371897391303	3.2769682120911594	18.27073422342577	4.0207615345781115e-4	0.008287794713149133
URS00007234FC_GR_chr14_100953349_100953423_75_+	-1.8750371897391303	3.2769682120911594	18.27073422342577	4.0207615345781115e-4	0.008287794713149133
URS00005B3525_GR_chr17_7017667_7017687_21_-	-1.756076789923129	3.124181425314462	18.138549951696454	4.1659393845773496e-4	0.008348040598791368
URS00002BE588_GR_chr1_173865966_173866027_62_-	2.790464025038132	5.859960190056795	18.076558949857056	4.2933511247420327e-4	0.008348040598791368
URS000062858F_GR_chr11_122099766_122099836_71_-	-2.049842080151847	7.439382608601899	18.02119270093893	4.29971174957426e-4	0.008348040598791368
URS0000EFE3D6_GR_chr11_122099768_122099830_63_-	-2.0498032189901054	7.439351860544368	18.0210630732419	4.299862115833027e-4	0.008348040598791368
URS00002A66E1_GR_chr11_122099757_122099844_88_-	-2.0464756589951163	7.440560080090853	17.997146754075953	4.327704681874375e-4	0.008348040598791368
URS0000EFC395_GR_chr14_100884495_100884564_70_+	-2.3502986573085494	2.385951761785182	17.974937810330935	4.3537385779021084e-4	0.008348040598791368
URS0000D4FABD_GR_chr7_139044137_139044157_21_-	1.699934825541993	5.256825230223107	17.86670647073306	4.483119237684178e-4	0.008497314509127827
URS00005A29A1_GR_chr14_20683273_20683360_88_+	1.6664153972405185	3.20174402359818	17.80854206675956	4.5544055996175924e-4	0.008534335038374329
URS00001C406A_GR_chr14_100884496_100884518_23_+	-2.3591677641386672	2.3064047979908264	17.69624196516595	4.695622549014271e-4	0.008629199029329127
URS0000EFD64F_GR_chr1_1169019_1169076_58_+	1.7401920500301598	4.161856255418912	17.68526044618321	4.709690191871567e-4	0.008629199029329127
URS00006F3621_GR_chr7_129770396_129770480_85_-	1.7498200310052083	12.433268338144197	17.404841174440545	5.085230039447037e-4	0.00897166093469818
URS0000EFCAB2_GR_chr7_129770405_129770470_66_-	1.7497823488137163	12.433220836176723	17.40444267506882	5.085786791451897e-4	0.00897166093469818
hsa_piR_018849_DQ595899	1.749777100328146	12.433211509432125	17.40439287057833	5.085856379121672e-4	0.00897166093469818
URS000066C003_GR_chr7_148941488_148941566_79_+	1.6870401563377502	5.412712214998964	17.38415004634467	5.114227579512607e-4	0.00897166093469818
URS000040EE1D_GR_chr17_7017615_7017701_87_-	-1.6202124671729579	4.208499531779746	17.06434653036235	5.586540938139812e-4	0.009507227873184212
URS00006D9757_GR_chr17_7017620_7017696_77_-	-1.6202124671729579	4.208499531779746	17.06434653036235	5.586540938139812e-4	0.009507227873184212
URS0000EFC120_GR_chr17_7017626_7017687_62_-	-1.6200231303895103	4.208363035508954	17.060513861008097	5.592486984226007e-4	0.009507227873184212
URS0000EFE77A_GR_chr8_41660441_41660505_65_-	-3.894028185152474	7.130613077681031	17.884658608530366	5.823660236204439e-4	0.00955416584513769
URS000075EE0E_GR_chr8_41660444_41660507_64_+	-3.892889908598821	7.128940958470968	17.880351813489956	5.830009436830572e-4	0.00955416584513769
URS000071BDB0_GR_chr8_41660441_41660508_68_-	-3.8861128568571734	7.132499375369745	17.845233539409953	5.882072986055035e-4	0.00955416584513769
URS000046820B_GR_chr2_176150329_176150350_22_+	-2.215034910463423	14.081178781504597	16.878491404296906	5.883123545808369e-4	0.00955416584513769
URS00004BF1DC_GR_chr8_41660444_41660465_22_+	-3.898163785429438	7.106733699201581	17.82667758782047	5.909793306270736e-4	0.00955416584513769
URS0000072D03_GR_chr17_7017666_7017687_22_-	-1.598439444932521	4.075262919102393	16.82140448227723	5.977694213836632e-4	0.009570114328753985
URS0000EFBD9F_GR_chr2_176150329_176150389_61_+	-2.206548969522841	14.288201760061757	16.58392913835705	6.389597938011212e-4	0.009847531547499722
URS0000680F44_GR_chr2_176150322_176150396_75_+	-2.2065637607346855	14.288494555374694	16.583832829937965	6.389771243537311e-4	0.009847531547499722
URS000068F7DB_GR_chr2_176150321_176150395_75_-	-2.206562825427957	14.288493838415157	16.58382395236526	6.389787218855885e-4	0.009847531547499722
URS0000EFE4D0_GR_chr2_176150328_176150390_63_+	-2.2065582885928703	14.288490050049989	16.58379037707891	6.389847638462524e-4	0.009847531547499722
URS0000305406_GR_chr5_149430661_149430681_21_+	-1.9931316714899807	7.089596841191024	16.395818633775605	6.738254444388167e-4	0.010288316276663044
URS000023B77E_GR_chr1_1167878_1167899_22_+	1.70152200685962	5.955968992827601	16.348776023810796	6.828709492143961e-4	0.010330772433527882
URS000055BBE5_GR_chr1_1169055_1169076_22_+	1.638685215532443	4.0486078165252355	16.24577271502272	7.031507150711445e-4	0.01045958449028923
URS000058760A_GR_chr2_176150329_176150351_23_+	-2.1888419248234077	14.254965776055265	16.226403180152786	7.070384020753025e-4	0.01045958449028923
URS00002CA973_GR_chr8_66113988_66114076_89_+	1.6289372871212136	3.271825477941775	16.209678245074436	7.104144711415365e-4	0.01045958449028923
URS00001CC379_GR_chr7_129770447_129770470_24_-	1.6886223889943053	12.361336311226319	15.91955077772438	7.71918223460315e-4	0.01125264314449677
URS00006EEEE6_GR_chr14_100983876_100983947_72_+	-1.810584172553178	2.262437997925945	15.892590907897779	7.779268153260351e-4	0.01125264314449677
URS000075B92D_GR_chr14_100983876_100983946_71_+	-1.8069285000007587	2.259212438723883	15.830914392809767	7.918688197477993e-4	0.011332951033759558
