smallRNA	logFC	logCPM	F	PValue	FDR
URS00002E11B0_GR_chrM_4402_4468_67_+	13.19112715584584	7.7284107508198145	372.0328297874784	4.0237333964512655e-5	0.03150583249421341
URS000022BCB9_GR_chr15_25106521_25106603_83_+	7.156866336344107	7.027958697172288	157.45916006213506	2.2825836776566513e-4	0.05692091752647129
URS0000416117_GR_chr11_76235513_76235587_75_+	-5.211925391992916	9.405200165164919	114.02162348540179	4.188303815421431e-4	0.05692091752647129
URS0000559F9B_GR_chr15_65296133_65296167_35_+	6.594677580478179	6.488242558171926	85.81369071637438	8.158268565132195e-4	0.05692091752647129
URS000049DAFB_GR_chr21_8210893_8210923_31_+	5.1075718759661095	11.011228523490011	82.48413173483034	8.483830426382303e-4	0.05692091752647129
URS00000D02E8_GR_chr17_59841255_59841272_18_+	-3.6784499145742098	8.5273690378314	77.8794713761668	8.793527280352709e-4	0.05692091752647129
URS0000573EBC_GR_chr1_155920020_155920047_28_-	7.284002837420175	3.615652048134152	78.17586087427318	8.917505223011994e-4	0.05692091752647129
URS000030476B_GR_chr16_3172050_3172121_72_+	-4.0364665288371455	8.947070990923594	75.25480102348578	9.395295541400405e-4	0.05692091752647129
URS000075D26F_GR_chr12_48654444_48654530_87_-	4.1410895754111605	6.551564059490744	75.251541962187	9.396080638350878e-4	0.05692091752647129
URS000051BA34_GR_chr1_16514123_16514171_49_-	5.992055836010307	10.180412036897087	78.97089223081325	9.5477941868262e-4	0.05692091752647129
hsa_piR_017936_DQ594740	4.1107438888847945	8.854846074146579	69.14769050720152	0.0011285280960148158	0.05692091752647129
URS00005AFD62_GR_chr17_8125746_8125819_74_+	2.457680119018211	13.941896103158543	68.72124333223566	0.0011419664038993358	0.05692091752647129
URS000074CCCF_GR_chr6_27728548_27728620_73_-	4.334755865760916	3.7333643785278876	65.07642239579634	0.0012424732197645772	0.05692091752647129
URS000075EECB_GR_chr14_75604209_75604261_53_+	3.632156491462963	10.158263703308121	65.05478992156492	0.0012432652626692378	0.05692091752647129
URS000038D768_GR_chr6_28729315_28729386_72_+	-4.0397833043717295	4.701891232241626	61.75391206656058	0.0013735838951102737	0.05692091752647129
URS0000374AA0_GR_chr7_55043103_55043141_39_-	4.004181416658066	6.441470846260832	61.18005522705311	0.0014159177843301655	0.05692091752647129
URS00006ABCCE_GR_chr16_70788694_70788764_71_+	7.789195842353736	8.367439974581977	62.914934859153085	0.0014640060204573016	0.05692091752647129
hsa_piR_018573_DQ595539	3.3516152127303944	8.099074085014358	59.00240095878892	0.0014984921959793219	0.05692091752647129
URS00006F4D3F_GR_chr13_39857135_39857227_93_-	6.9533153514952275	4.340017386594913	62.030650947031525	0.0015032808649734415	0.05692091752647129
URS0000645FFA_GR_chr6_28693210_28693283_74_-	6.681201768018168	3.3887078032186477	59.83231743219923	0.0015418924493428045	0.05692091752647129
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	4.477616702034648	6.7431984510639955	59.56008594640528	0.0016045108866599882	0.05692091752647129
URS0000493225_GR_chr14_20633006_20633077_72_+	-2.9703407875420598	7.00069965940087	55.56260103783769	0.0016800775409420046	0.05692091752647129
URS000068668E_GR_chr1_161440171_161440242_72_-	7.0813684962839405	4.150804576641464	58.080413324586125	0.0016997258754405313	0.05692091752647129
hsa_piR_000753_DQ570940	3.098494822068633	6.69674851716448	53.94149294203127	0.0017772786561401472	0.05692091752647129
URS000071DF37_GR_chr6_27553413_27553494_82_-	7.760692341804157	5.359844017108794	56.02905443428282	0.0018173983884569379	0.05692091752647129
URS000045ED38_GR_chr11_118910765_118910781_17_+	7.207322582892383	5.434733885058956	51.99475907748396	0.0020877676404642727	0.0628739254801356
URS00005C2A6D_GR_chr5_149428978_149428998_21_+	3.9243521100848757	8.132353723270072	49.556771669565386	0.002281675060499457	0.06340616557619101
URS000009AC8B_GR_chr16_70778211_70778281_71_-	5.010564242456159	8.165461412691453	48.9433254556496	0.0023347473056066844	0.06340616557619101
URS0000ABD8E4_GR_chr15_57278567_57278657_91_-	6.372306448253124	4.840705290637337	48.789174330213406	0.0023483765028218893	0.06340616557619101
URS000008DC88_GR_chr19_49490617_49490699_83_+	3.0347259687936896	7.977985911555711	45.54158765371001	0.002457232131559627	0.06413375863370627
URS000031F4C1_GR_chr2_28927067_28927144_78_+	2.986938203585517	6.229670595269372	43.371487777483175	0.002681099444182199	0.06590951583340346
