smallRNA	logFC_Spheroid_Mono	CI.L_Spheroid_Mono	CI.R_Spheroid_Mono	AveExpr_Spheroid_Mono	t_Spheroid_Mono	P.Value_Spheroid_Mono	adj.P.Val_Spheroid_Mono	B_Spheroid_Mono
URS000049DAFB_GR_chr21_8210893_8210923_31_+	5.145563136158364	4.731414029231599	5.559712243085128	9.307012708543605	34.76106956030669	4.933007298185027e-6	0.002010928419969267	4.922113064180467
URS000051BA34_GR_chr1_16514123_16514171_49_-	5.928074980638755	5.445990617944514	6.410159343332995	8.059937168871846	34.40389330457376	5.136471059947042e-6	0.002010928419969267	4.723551002370403
hsa_piR_016735_DQ593039	2.995325487618537	2.6668825528398172	3.3237684223972566	13.543898437396582	25.515321589864904	1.6523590309622074e-5	0.00273621119604698	4.188790006297056
URS0000416117_GR_chr11_76235513_76235587_75_+	-4.952664659979258	-5.51206160799819	-4.393267711960327	7.844943655167386	-24.77055739274699	1.8549312514575773e-5	0.00273621119604698	3.637715575265373
URS00004A7BA1_GR_chr21_8212566_8212588_23_+	-2.6628449309601248	-2.9861839384331184	-2.339505923487131	12.991851296933254	-23.041180388473933	2.4601426798977518e-5	0.00273621119604698	3.8064492232174967
URS00002E11B0_GR_chr1_629572_629638_67_+	10.183846271445299	8.839702662510135	11.527989880380463	2.668687130330912	21.197425228379785	3.405245422333109e-5	0.00273621119604698	1.9750753460134396
URS0000700FD3_GR_chr15_25056860_25056954_95_+	3.5900910074784083	3.1102635336918953	4.069918481264921	8.240036746672297	20.9332806232928	3.575704885328294e-5	0.00273621119604698	3.359706676837283
URS000071A62C_GR_chr15_25070432_25070526_95_+	3.5900910074784083	3.1102635336918953	4.069918481264921	8.240036746672297	20.9332806232928	3.575704885328294e-5	0.00273621119604698	3.359706676837283
URS000022BCB9_GR_chr15_25106521_25106603_83_+	7.202081919505882	6.192488151061989	8.211675687949775	4.382775494733467	19.95852048786897	4.30519873020764e-5	0.00273621119604698	2.327314013304038
URS00000FA8B2_GR_chr6_26575570_26575662_93_+	-3.3014870606152726	-3.770368627967172	-2.8326054932633733	12.016788260747802	-19.718002402231097	4.591096403024018e-5	0.00273621119604698	3.184434243914901
hsa_piR_017936_DQ594740	4.769329097156749	4.0890071041584	5.449651090155099	7.621165113156646	19.61370905538193	4.607303470606009e-5	0.00273621119604698	3.1019582249823063
URS000075EECB_GR_chr14_75604209_75604261_53_+	4.185302197650139	3.571741352432846	4.798863042867432	9.139389699685125	19.09564737568643	5.166736262556229e-5	0.00273621119604698	3.048564180613001
URS0000708227_GR_chr7_22856613_22856686_74_+	2.965321051411788	2.518665799433826	3.41197630338975	10.418047362606602	18.574461179602448	5.693768186524766e-5	0.00273621119604698	2.9727867765079505
hsa_piR_018573_DQ595539	3.9552055208085193	3.3515534920885	4.558857549528538	7.1760880824816455	18.331556399138485	5.992663621845062e-5	0.00273621119604698	2.8734718768377236
URS000008DC88_GR_chr19_49490617_49490699_83_+	3.1954016678138846	2.6966847436840022	3.694118591943767	7.212368637494596	17.92620256823135	6.536592088036388e-5	0.00273621119604698	2.802552410889792
hsa_piR_000753_DQ570940	3.6446507892069686	3.0666574787857064	4.222644099628231	5.877404677626622	17.6420910629562	6.95503090938572e-5	0.00273621119604698	2.69656997117158
URS0000CBD6D6_GR_chr1_11727985_11728007_23_-	5.273044225235838	4.431516973104617	6.1145714773670585	5.350527415266466	17.53114079201379	7.127515233131573e-5	0.00273621119604698	2.4937257745406027
URS0000405AD1_GR_chrX_63786053_63786075_23_-	-2.1879902968763627	-2.5372437499347087	-1.8387368438180167	12.002370282632768	-17.527566826021385	7.133159892299221e-5	0.00273621119604698	2.7207121145733986
URS0000164B86_GR_chr11_62853904_62853968_65_-	2.6408720546235385	2.2158687447713614	3.0658753644757155	9.282831201780455	17.384892006959745	7.363142481289663e-5	0.00273621119604698	2.7122651613442104
URS0000441811_GR_chr21_8210896_8210927_32_+	2.6067565673967508	2.1856347795728106	3.027878355220691	8.93009959414311	17.318477654094355	7.47336339695764e-5	0.00273621119604698	2.696113411301961
URS0000559F9B_GR_chr15_65296133_65296167_35_+	7.303488362378999	6.11712359406202	8.489853130695977	4.131045311354757	17.223802988913302	7.634081439867135e-5	0.00273621119604698	1.9238906052200928
URS00006F4D3F_GR_chr13_39857135_39857227_93_-	6.668633004014257	5.570074798340563	7.767191209687951	2.0165698798380074	16.983636796113462	8.061630270982775e-5	0.00273621119604698	1.5607293014546384
URS000025576D_GR_chr1_155195237_155195258_22_+	-2.262934259135733	-2.638461398546105	-1.8874071197253606	12.179985514939442	-16.85961127003577	8.294168428055566e-5	0.00273621119604698	2.545138989870215
URS0000EFEC89_GR_chr22_21653315_21653375_61_+	-7.192774184952106	-8.389817589737588	-5.995730780166625	2.6351571028373892	-16.811384311357884	8.386854240757027e-5	0.00273621119604698	1.5755726341052814
URS000009AC8B_GR_chr16_70778211_70778281_71_-	4.955010791435888	4.119678301637062	5.790343281234714	6.131745062929338	16.5959523739243	8.817077527697412e-5	0.0027370635037418703	2.37557563293723
URS00003768C5_GR_chr13_91351361_91351382_22_+	-2.232610243063082	-2.6142801408591843	-1.8509403452669795	13.094643426268892	-16.365977616986846	9.307282532617275e-5	0.0027370635037418703	2.3550760116444582
URS0000EFDAAF_GR_chr11_34941850_34941909_60_+	-6.341328118087394	-7.431534487267935	-5.2511217489068525	2.3320172892435007	-16.273780689709756	9.513361035192983e-5	0.0027370635037418703	1.5158583818462672
URS000075A6A4_GR_chr22_46113686_46113768_83_+	-2.9328396773616685	-3.440767975133573	-2.424911379589764	7.571198842462813	-16.15484749923825	9.787711124492001e-5	0.0027370635037418703	2.4243588432351473
URS0000374AA0_GR_chr7_55043103_55043141_39_-	4.65583158566677	3.836603106089321	5.47506006524422	5.239727716790885	15.900440981984046	1.0408615921895834e-4	0.0027936711284866104	2.22838897173313
URS00002E728C_GR_chrX_134169538_134169612_75_-	-2.3131178830724153	-2.731854816729103	-1.8943809494157278	12.053339046266803	-15.45515789530378	1.1618890397218246e-4	0.0027936711284866104	2.1787062805299353
URS00000711F0_GR_chr1_161440826_161440864_39_-	2.669612134299255	2.181649159099078	3.157575109499432	9.075337011822405	15.306582817229142	1.206154425045667e-4	0.0027936711284866104	2.2254180718734817
URS0000EFCBF4_GR_chr2_135665410_135665466_57_+	-6.412819443799334	-7.599797591167887	-5.225841296430781	2.2282154132156067	-15.115525049582628	1.2662254952088947e-4	0.0027936711284866104	1.3775126639562751
URS00006E2EFA_GR_chr16_72821933_72821992_60_-	8.45933509037408	6.882922991169474	10.035747189578684	1.697131603573378	15.013550793734883	1.2998211769636007e-4	0.0027936711284866104	1.3860183322957838
URS00002E0A2C_GR_chr1_92837289_92837383_95_+	2.610056047982755	2.1222843563973925	3.097827739568117	8.293177583840842	14.970978617352273	1.314176333410017e-4	0.0027936711284866104	2.1409505378661597
URS0000573EBC_GR_chr1_155920020_155920047_28_-	6.684926398256465	5.432645351992705	7.937207444520225	1.418012094065861	14.935225050670965	1.3263858193475518e-4	0.0027936711284866104	1.2490570553972828
URS00000BE495_GR_chr17_30117131_30117153_23_+	-2.1768794716931374	-2.586347224837119	-1.7674117185491558	9.847639729238521	-14.874131855318396	1.347578832663482e-4	0.0027936711284866104	2.094268999174158
hsa_piR_008112_DQ581031	-2.389956750565971	-2.8419401292744055	-1.9379733718575365	8.3268191831835	-14.793962930209592	1.3760360816059199e-4	0.0027936711284866104	2.093322207377633
URS00005AFD62_GR_chr17_8125746_8125819_74_+	2.984509893568992	2.4522628298821014	3.516756957255883	13.368874803259848	16.051778832625615	1.4420615497542198e-4	0.0027936711284866104	1.949066292425556
URS000028C188_GR_chr2_176601024_176601042_19_-	4.80054237186193	3.8720272192759677	5.729057524447892	4.044425179860257	14.464994086592739	1.5009904024415962e-4	0.0027936711284866104	1.8599599649880831
