GeneIDs	TCGA-BH-A0BT-01A-11R-A12O-13	TCGA-BH-A0BT-11A-21R-A12O-13	TCGA-BH-A18L-01A-32R-A12C-13	TCGA-BH-A18L-11A-42R-A12C-13	TCGA-BH-A1FC-01A-11R-A13P-13	TCGA-BH-A1FC-11A-32R-A13P-13	TCGA-BH-A1FG-01A-11R-A13P-13	TCGA-BH-A1FG-11B-12R-A13P-13	TCGA-BH-A1FU-01A-11R-A14C-13	TCGA-BH-A1FU-11A-23R-A14C-13	TCGA-E9-A1N4-01A-11R-A14L-13	TCGA-E9-A1N4-11A-33R-A14L-13	TCGA-E9-A1N5-01A-11R-A14C-13	TCGA-E9-A1N5-11A-41R-A14C-13	TCGA-GI-A2C8-01A-11R-A16E-13	TCGA-GI-A2C8-11A-22R-A16E-13	TCGA-GI-A2C9-01A-11R-A21U-13	TCGA-GI-A2C9-11A-22R-A21U-13
URS00002337B8_GR_chr1_629490_629570_81_-	7.919301896494056	4.799632173004559	20.510941596001206	7.86629999113125	6.516311707413435	3.7374714249927097	15.00560082477875	11.552727047405854	7.722924832499298	4.248736972850392	0	11.451255954582626	2.273546096446921	8.139725578407733	5.527659217613922	13.321810490653911	6.784552789260676	0
URS00000A75D2_GR_chr1_629499_629570_72_+	63.01003793409048	361.17207601009443	40.32805899240727	58.50556574033692	53.2803896319374	40.77236196976275	97.72867222273251	161.0962393800341	65.88561531034935	130.40334808992225	56.127468341322334	59.95556608949609	14.831322054154276	25.732035234502803	141.23618337659315	168.78363688747046	43.27148875043509	114.52984055331405
URS0000DDB6FD_GR_chr1_630827_630875_49_-	6.885372874922773	2.6941238844852013	45.01999997473937	3.687718234049274	5.131340508784209	3.704513458604328	8.465325101074466	6.047911655989429	11.779137052325312	2.9414286582975886	17.225014921724213	10.122980944818966	8.532507828475635	8.38042695389416	22.82420827422334	50.18497997595134	9.784035085268865	1.0733872076036441
URS000083167E_GR_chr1_630916_630981_66_-	10.673831427671326	2.399814416938405	3.2262448729750997	1.9665733126285727	3.0577469680692935	1.0193091079424486	1.5390341690869218	1.6045443845342828	2.628390737416325	0.6536511037655747	1.918888227407625	4.597730473163359	2.4382343253227727	1.8171140341186227	5.51703761223374	8.907988789829073	3.1983277470560054	0.45959364497735056
URS0000BA5588_GR_chr1_632615_632685_71_-	14.140024732394382	3.9076372037460745	38.888500982053536	3.4587234669874	4.628728092380871	2.37838791853238	13.156320398384278	8.682913585220588	14.042086374089095	3.595079762063164	21.216940139864427	12.71632670276281	4.476879136011102	12.3603626872374	22.497045802290728	16.7721370002799	6.241148353881995	0
URS000000EE2E_GR_chr1_633464_633533_70_+	49.29077369689412	0	114.02787733390323	45.87732572317985	43.90619478485234	0	75.51925088684065	28.53628025318865	0	0	71.96897653288434	33.22706896078154	0	0	20.17347715020339	24.06995466594333	90.97090135098392	22.775416559097902
URS0000440183_GR_chr1_633467_633553_87_+	10.965841499003584	21.762387776966506	21.61684981406057	4.377831866658105	20.977609412803655	4.41725971141877	11.57411933751575	6.2566363425082265	2.660583106108868	5.100108137234944	4.993970386686409	8.510381297801807	4.150473974605972	5.486826279522528	2.5447057159544784	5.70595012284065	13.024220575878811	4.516264493000434
URS0000650AFF_GR_chr1_1167115_1167188_74_+	23.879791747041697	54.32087719783789	78.98471948470974	26.053868900670913	75.57751665540681	22.085040063827186	97.75403478093888	52.612632457835545	30.81183986011884	34.282330950892266	29.532269217321634	50.12815624512091	44.81295238225148	63.9867882216903	1.517185748036832	0.2847208300947469	83.73144993389394	57.51091932034904
URS000012A1DD_GR_chr1_1167124_1167145_22_+	10.065601217343724	13.773885682766178	9.967497177846477	2.215639951840054	28.300116420908346	0	3.8222734073417386	7.718256032396019	9.113872411820772	3.956261236688846	7.406335677519647	7.032516588221401	3.951755326493888	6.645056216557047	0	0.23945213994144138	18.71327961368573	5.810160587762321
URS00002B452B_GR_chr1_1167160_1167182_23_+	251.3514974042769	374.6710045575691	503.7550294653674	171.3377135546426	444.25874876942265	147.4600298175908	345.1283693320504	279.5115742929118	334.5214601634041	233.02651641792258	477.8030542106509	428.6146495261633	461.2326215606481	334.25385583826215	9.930668061729671	7.338419050115907	1661.436971888376	585.6813530612429
